element_global_id	reference_id
689917	707491
690063	175653
690063	181797
690063	181852
690063	181873
690065	181492
689592	181797
689592	181873
689592	196254
689592	505286
689493	176905
689493	181797
689493	184460
689493	194840
689493	199513
689602	181060
689602	181492
689602	196959
689602	215532
689342	182795
689342	182822
689342	185988
689342	190544
689342	199046
689343	179802
689343	181797
689343	184460
689343	187204
689343	194302
689343	195450
689343	195491
689343	200235
689343	340416
689343	342646
689343	464500
689343	659469
689849	181797
689849	184460
689849	188295
731820	181797
731820	215407
731820	342651
731820	503093
731820	659455
731820	711669
689348	178774
689348	190544
689348	199046
689348	199222
689348	650154
689348	667764
689470	181797
689470	181852
689470	183917
689470	184460
689470	342646
689678	176315
689678	179959
689678	181060
689678	181492
689678	182314
689678	182803
689678	183454
689678	186267
689678	187927
689678	188986
689678	190253
689678	192429
689678	194149
689678	194660
689678	196203
689678	198057
689678	199293
689678	201149
689678	215532
689678	641997
689678	649736
689611	181492
689611	188415
689382	177053
689382	178332
689382	181797
689382	182304
689382	182848
689382	184460
689382	189277
689382	193079
689382	195450
689382	195491
689382	196830
689382	197242
689382	200235
689382	200256
689382	200277
689382	200899
689382	235914
689382	342646
689382	379746
689382	464500
689382	478087
689382	659469
689687	181060
689687	181492
689615	177035
689615	177280
689615	178774
689615	182100
689615	182818
689615	190544
689615	193424
689615	287719
689615	382381
689615	488833
689615	488834
689615	507665
689615	508413
689615	510011
689615	513257
689615	619527
689615	619562
689615	645701
689615	659442
689615	659449
689615	659459
689615	659474
689615	659479
689615	671224
689615	678064
689615	678276
689615	722044
689615	792456
689615	820418
689615	848333
689726	181492
689727	181502
689727	181763
689727	181797
689727	181815
689727	184460
689727	187315
689727	189420
689727	193438
689727	194646
689727	194828
689727	196774
689727	197586
689727	197965
689727	201226
689727	478087
689727	659469
689727	667324
689727	671262
689728	181797
689728	181852
689728	181873
689728	184460
689728	186014
689728	189946
689728	190499
689728	193115
689728	194666
689728	199829
689728	646797
689728	662635
689728	711645
689728	711647
689730	178757
689730	181797
689730	181852
689730	181873
689730	184460
689730	185975
689730	187771
689730	189582
690009	181492
690009	187712
689866	181797
689866	183877
689866	184460
689866	188854
689866	198172
689866	198222
689866	199715
721920	176422
721920	195433
721920	235003
721920	477774
721920	619562
721920	667969
721920	667970
721920	668107
721920	957846
689897	176330
689897	176721
689897	177056
689897	178191
689897	181797
689897	182798
689897	182970
689897	184460
689897	185146
689897	186920
689897	187091
689897	187315
689897	191229
689897	192501
689897	192505
689897	193433
689897	199046
689897	199222
689897	199491
689897	200000
689897	200439
689897	342646
689897	478087
689897	645540
689897	656662
689897	659441
689897	659475
689905	181797
689905	181873
689905	187363
689905	197496
731044	181797
731044	342651
731044	503093
731044	659455
731044	711669
685699	181797
685699	182554
685699	184460
685699	188065
685699	478087
689724	181060
689724	181492
689724	186471
689724	215532
689724	678069
690046	181797
690046	184460
690046	190602
690050	181797
690050	185610
690050	473037
690050	646797
690050	722172
689941	181492
689941	182970
689941	195387
689949	181797
689949	185610
689949	195997
689949	473037
689949	646797
689949	722172
690088	176705
690088	176968
690088	178520
690088	180848
690088	181684
690088	181797
690088	182194
690088	183097
690088	184460
690088	185757
690088	186037
690088	186283
690088	186807
690088	187150
690088	187315
690088	187850
690088	188857
690088	189420
690088	191715
690088	192905
690088	194646
690088	194934
690088	197112
690088	198452
690088	200978
690088	201031
690088	201226
690088	377439
690088	377440
690088	478087
690088	659469
690088	671251
689951	179190
689951	181797
689951	181873
689951	183144
689951	184460
689951	662599
689954	181492
689954	182494
689954	182970
689954	188004
689954	757762
690075	181492
690075	182314
690075	194149
690075	194660
690075	659446
689884	190544
689884	199046
689884	215460
689884	620627
689884	659460
689989	181492
689989	200438
689989	667216
689926	176162
689926	176422
689926	179683
689926	181869
689926	758022
684918	176375
684918	178492
684918	181492
684918	183289
684918	184573
684918	186953
684918	191499
684918	211966
684918	211972
684918	667216
687021	181797
687021	181852
687021	181950
687021	183085
687021	184460
687021	187752
687021	189246
687021	196158
687021	198274
687021	200873
687021	478087
687021	650542
687021	657112
687021	659444
687021	671245
687021	671251
687021	722175
721899	176422
721899	235198
721899	671268
721909	176422
721909	198385
721909	619562
721909	671258
789861	181797
789861	195241
789861	200385
789861	469489
789861	469514
789861	473035
789861	474122
789861	646797
789861	667302
789861	757988
789861	758488
789861	761492
789861	761503
789861	766568
789861	766582
690077	181797
690077	184460
690077	189874
690077	198172
690077	643102
690077	671246
690080	176120
690080	181797
690080	181852
690080	184460
728583	181797
728583	215405
728583	342651
728583	503098
728583	659455
728583	711669
683090	180259
683090	181797
683090	181852
683090	181873
683090	182102
683090	184460
683090	186071
683090	195754
683090	200273
683090	201470
683090	280000
683090	650541
683090	662455
729669	181797
729669	215405
729669	342651
729669	659455
729669	659456
729675	181797
729675	215405
729675	342651
729675	659455
729675	659456
730946	175855
730946	181797
730946	181852
730946	181873
730946	182147
730946	184460
730946	187240
730946	187771
730946	189355
730946	196788
730946	198889
730946	215407
730946	342646
730946	342651
730946	503093
730946	659455
737586	180145
737586	181797
737586	200750
737592	180145
737592	181797
737596	180145
737596	181797
737596	192879
737596	667254
789826	181797
789826	200385
789826	469490
789826	469514
789826	473035
741455	181797
741455	200750
741468	180145
741468	181797
741468	200750
730886	179532
730886	181797
730886	187240
730886	189355
730886	196788
730886	198889
730886	215407
730886	262922
730886	342651
730886	503093
730886	659455
732630	181492
732630	182647
732630	279896
688856	175667
688856	180971
688856	181492
688856	182314
688856	182647
688856	182803
688856	191167
688856	192558
688856	194149
688856	194660
688856	197138
688856	197861
688856	198383
688856	198808
688856	200303
688856	641997
688856	645764
688856	667216
688856	668151
688856	671244
688856	957909
688558	175696
688558	181797
688558	188223
685924	176422
685924	182283
685924	194471
685924	645701
685924	646792
685924	722044
685924	792456
685623	177280
685623	178774
685623	182795
685623	182822
685623	190544
685623	199046
685623	464216
685623	464217
685623	620627
685623	659459
685623	659480
685623	667764
685623	722230
685623	820418
685623	943946
736402	176422
736402	181869
736402	313816
736402	753883
737510	180145
737510	181797
737510	198172
737510	200750
737510	201174
687074	175667
687074	175955
687074	177970
687074	179794
687074	181136
687074	181274
687074	181492
687074	182237
687074	182647
687074	182803
687074	185036
687074	186908
687074	187790
687074	189826
687074	193946
687074	193996
687074	194256
687074	194660
687074	196203
687074	197138
687074	200438
687074	200967
687074	201513
687074	641997
687074	645764
687074	667216
687074	671244
687074	957909
732453	175696
732453	181797
732453	195450
732453	195491
732453	342651
732453	503093
732453	659455
732453	711669
732427	176422
732427	183036
732427	381416
732427	477774
732427	513412
732427	667966
732427	667970
732427	668107
732427	759462
732427	759463
732427	759464
732427	759465
732427	759466
732427	759467
732427	957846
683253	175744
683253	178277
683253	178671
683253	181060
683253	181492
683253	181503
683253	182314
683253	182347
683253	182647
683253	182743
683253	182795
683253	182803
683253	182970
683253	182984
683253	183096
683253	184467
683253	187435
683253	189672
683253	190173
683253	193048
683253	194660
683253	195707
683253	196203
683253	198905
683253	199046
683253	199406
683253	199497
683253	200094
683253	200258
683253	200927
683253	620605
683253	645700
683253	645764
683253	668151
683253	671244
683253	678069
683253	957909
687302	181492
687302	182647
687302	187253
687302	196203
687302	279896
687302	279948
737981	180145
737981	181797
737981	200750
737990	180145
737990	181797
737990	200750
737994	180145
737994	181797
737994	200750
738003	180145
738003	181797
738003	200750
732561	179532
732561	181797
732561	187240
732561	189355
732561	196788
732561	342651
732561	659455
686200	181492
686200	262838
686200	668151
689060	181492
689060	182647
689060	182803
689060	279896
689060	641997
683728	181492
683728	186012
683728	645700
683728	645764
683728	667330
738044	175696
738044	181797
738044	464500
738044	646797
738044	659456
738044	662455
738589	176422
738589	621271
738589	659476
738589	667971
738589	957846
738631	178332
738631	181797
738631	182848
738631	195491
738631	235914
738631	464500
738631	478087
738631	659456
731424	175855
731424	179190
731424	181797
731424	187240
731424	187771
731424	189355
731424	196788
731424	198889
731424	215407
731424	215520
731424	262916
731424	342651
731424	503093
731424	659455
732722	181492
732722	279896
732722	279948
758193	181797
758193	659444
758193	659447
758193	667322
758193	671250
758193	722175
758193	752574
758356	181797
758356	198274
758356	657112
758356	659465
758356	722175
685578	181492
685578	182647
758658	176422
758658	194773
758658	201615
758658	266585
758658	382045
758658	957846
688542	176129
688542	181492
688542	199918
688542	513448
688542	619562
688542	667966
688542	667967
688542	667969
688542	667970
688542	957846
769281	181797
769281	198274
769281	657112
769281	722175
770487	181797
770487	650542
769179	181797
769179	198274
769179	657112
769179	722175
758371	181797
758371	659447
758371	667322
758371	707494
758371	707529
758371	722175
686004	181492
686004	641997
785308	181797
785308	197058
785308	650542
785308	671262
684270	181060
684270	181492
684270	189536
684270	196203
684270	196745
684270	201468
684270	215532
684270	645700
769594	181797
769594	659456
769230	181797
769230	198274
769230	646797
769230	657112
769230	671254
769230	671262
769230	671345
685596	181492
685596	182314
685596	182647
685596	182803
685596	194660
685596	641997
789867	181797
789867	469514
789867	646797
795478	175406
795478	176422
795478	177280
795478	188224
795478	194773
795478	340423
795478	477774
795478	642231
795478	642243
795478	667968
795478	668107
795478	957846
785187	181797
785187	667322
785187	671245
785187	671251
785187	707494
787600	181797
787600	185492
787600	310942
787600	382397
787600	463797
787600	463798
787600	463799
787600	468732
689786	176422
689786	513257
689786	619527
689786	722044
689786	792456
769039	181797
769039	198274
769039	657112
789957	181797
789957	469489
789957	469490
789957	469514
789957	473035
789957	646797
791964	181797
791964	198274
791964	657112
791964	659444
791964	722175
790195	181797
790195	185675
790195	469514
790195	646797
790195	667302
790195	756775
794372	181797
794372	662455
794372	671250
794372	671251
794372	722175
794372	752574
689744	176422
689744	177280
689744	187712
689744	387017
689744	387018
689744	509997
689744	513257
689744	619527
689744	659442
689744	659461
689744	659479
689744	659482
689744	671224
689744	671241
689744	671258
689744	792456
788029	190544
788029	671233
787680	176422
787680	177280
787680	178377
787680	184008
787680	184255
787680	185361
787680	187149
787680	191140
787680	468733
787680	792456
787703	176422
787703	179683
787703	181869
787703	182100
787703	182314
787703	182624
787703	190070
787703	200708
787703	468735
787703	468736
787703	468737
787703	468738
787703	619562
794983	181797
689672	176422
689672	463885
689672	510011
689672	619527
689672	659474
689672	671224
689672	671257
689672	678064
689672	678291
689672	792456
793506	181797
793506	619898
787986	181797
787986	185492
787986	310942
787986	382397
787986	463797
787986	463798
787986	463799
787986	463832
787986	463836
787986	463837
787986	463838
787986	463878
787986	477906
684651	179190
684651	179532
684651	181797
684651	181852
684651	181873
684651	183144
684651	184460
684651	184790
684651	187001
684651	187771
684651	190605
684651	192649
684651	194350
684651	196788
684651	197745
684651	342646
684651	505313
684651	662599
806430	181797
806430	671253
791626	176422
791626	177280
791626	468699
791626	505316
791626	513257
791626	518138
791626	619527
791626	659470
791626	668626
791626	668637
791626	668638
791626	668639
791626	668640
791626	671224
791626	678064
791626	678070
791626	678301
791626	722044
791626	792456
790558	176422
790558	477443
790558	619562
790558	660668
790144	181797
790144	469489
790144	469490
790144	469514
790144	646797
796838	181492
796838	509305
796838	620461
796838	659476
796838	957846
799323	181797
799323	646797
799323	667302
799473	181797
799473	195997
799473	469490
799473	469491
799473	473036
799473	515030
799473	515035
799473	619517
799473	646797
799473	667302
793500	181797
793500	722175
791580	176422
791580	187712
791580	468737
791580	509997
791580	513257
791580	619527
791580	659479
791580	671224
791580	678064
791580	678118
791580	678270
791580	678271
791580	792456
791580	957846
790680	175696
790680	176905
790680	180462
790680	181797
790680	182304
790680	192472
790680	194840
790680	195450
790680	199418
790680	199513
790680	200235
790680	342646
790680	342651
790680	473037
790680	646797
790680	659455
790680	659456
790680	659469
790680	667322
790680	671234
790680	671246
790680	671254
790680	707494
790680	722172
790680	820428
793418	176422
793418	187712
793418	510010
793418	620869
793418	649677
794355	181797
794355	659465
794355	722175
794977	181797
794977	667323
794977	722175
790060	181797
790060	469489
790060	469490
790060	469514
790060	646797
790063	181797
790063	182441
790063	469489
790063	469490
790063	469514
790063	646797
790063	757988
806325	181797
806325	514781
806325	671253
802033	176422
802033	199167
802033	477774
802033	510768
802033	642231
802033	667968
802033	668107
802033	957846
803036	180475
803036	181797
803036	671234
802090	181492
802090	201888
802090	235816
802090	641997
802090	667966
802090	667969
802090	667970
802090	957846
802106	176422
802106	199167
802988	181797
802988	671234
803018	181797
803018	671253
802169	176422
802169	187712
802169	199167
802169	340423
802169	477774
802169	510768
802169	642231
802169	667966
802169	667968
802169	667969
802169	668107
802169	957846
801786	181492
801786	182970
801954	181797
801954	667322
801954	707494
806399	181797
806399	671253
806336	181797
806336	671253
806361	181797
806361	671253
820834	181797
820834	621532
820834	642058
820834	643102
820834	643742
820834	671246
820837	181797
820837	671246
820840	181797
820840	642058
820840	643102
820840	671246
820840	671250
820840	752574
814348	181492
817159	181492
817159	200438
833207	177658
833207	182314
833207	190387
833207	197650
833207	201502
833207	650511
833241	176083
833241	179638
833241	179734
833241	180817
833241	188821
833241	189921
833241	192227
833241	198349
833241	215356
833241	235203
833241	650511
833244	182803
833244	183488
833244	194660
833244	650511
833267	176814
833267	177280
833267	181315
833267	187660
833267	188126
833267	341520
833267	646769
833267	646855
833267	650511
833267	753477
833267	759535
833269	176744
833269	180818
833269	181932
833269	187091
833269	188126
833269	189275
833269	193339
833269	196348
833269	477880
833269	513489
833269	513490
833269	513491
833269	513492
833269	513493
833269	650511
821785	181492
821785	182647
821785	182803
821785	641997
827827	181797
827827	185116
827827	510185
827827	671247
827827	671250
827827	752574
1013700	751275
821428	181797
821428	643094
821428	643102
821428	671246
833258	182314
833258	197745
833258	382928
833258	650511
828605	181492
828605	181932
828605	756930
860385	627397
860385	650511
860385	671611
860385	671612
860385	752624
860385	754144
860385	760946
860385	760947
860385	762707
860385	762708
860385	762709
860385	762710
860385	762711
860385	762712
860385	762713
860385	762714
860385	762715
860385	762716
860388	177810
860388	178277
860388	188101
860388	188126
860388	646860
860388	646879
860388	650511
860388	757507
860397	650511
860404	650511
860404	657088
860404	761215
860404	761217
860404	761218
860409	189454
860409	650511
860409	666851
860409	757833
836994	176083
836994	176838
836994	178114
836994	182314
836994	182755
836994	182803
836994	185078
836994	188821
836994	194660
836994	477905
836994	641997
836994	650511
836994	668151
860431	650511
837334	177406
837334	182813
837334	197650
837334	646797
837334	650511
837824	182813
837824	186071
837824	187001
837824	188190
837824	189582
837824	197745
837824	199714
837824	200273
837824	650511
860466	175696
860466	178332
860466	180107
860466	180145
860466	180543
860466	181219
860466	182314
860466	182424
860466	182813
860466	182848
860466	183775
860466	184279
860466	185021
860466	185107
860466	187801
860466	188541
860466	190026
860466	190298
860466	191266
860466	192453
860466	193936
860466	194126
860466	195637
860466	197242
860466	198091
860466	198172
860466	200235
860466	200256
860466	200905
860466	201693
860466	201770
860466	379746
860466	382396
860466	464506
860466	619544
860466	645482
860466	650511
860466	662615
860467	176146
860467	178277
860467	178315
860467	178727
860467	180817
860467	182314
860467	183563
860467	184704
860467	184843
860467	187897
860467	188688
860467	188809
860467	190707
860467	191040
860467	191267
860467	191969
860467	192126
860467	192831
860467	194180
860467	194256
860467	194447
860467	195547
860467	198622
860467	199430
860467	200216
860467	200463
860467	506854
860467	650511
860467	715823
860469	650511
860477	195840
860477	627358
860477	627359
860477	650511
860477	676864
860477	757796
860477	757798
860477	757813
860477	757814
860477	757815
860477	757816
860477	757817
860477	757818
860477	757819
860477	757820
860477	757821
860477	757822
860477	757823
860477	757824
860477	757825
860477	757826
860477	757827
860477	757828
860477	757829
860477	757830
860477	757831
860477	757832
860480	180818
860480	182314
860480	182813
860480	185146
860480	188149
860480	192505
860480	235203
860480	650511
860480	657069
860480	757778
860480	757779
860480	757780
860473	177266
860473	182813
860473	185864
860473	650511
860489	175679
860489	176386
860489	179245
860489	179481
860489	181861
860489	182813
860489	183803
860489	185116
860489	187315
860489	189420
860489	190609
860489	192879
860489	194150
860489	194646
860489	197827
860489	201502
860489	650511
860214	177266
860214	235435
860214	657085
860214	667986
860214	671730
860218	235435
860218	642242
860218	657064
860218	666851
860218	667986
860221	667986
860230	642242
860230	657064
860230	667986
860233	191806
860233	464506
860233	629327
860233	650174
860233	657088
860233	667986
860237	188101
860237	629327
860237	667986
860237	671611
860237	711849
860244	667986
860252	191806
860252	667986
860252	671673
860253	629327
860253	650174
860253	667986
860253	671659
860253	711849
860254	667986
860254	671685
860256	191806
860256	667986
860256	671350
860256	671354
860256	671355
860262	191806
860262	667986
860262	671350
860262	671354
860262	671355
849242	182314
849242	190298
849242	192453
849242	201693
849242	464506
849242	619544
849242	645482
849242	650511
849242	662615
860269	177266
860269	629327
860269	650174
860269	657088
860269	667986
860273	185675
860273	191806
860273	657085
860273	667986
860273	671362
860273	671655
860273	671656
860273	674089
860273	674090
860273	674091
860273	674092
860273	674093
860273	674094
860273	674095
860273	674096
860273	674097
860273	674098
860279	190617
860279	464506
860279	629327
860279	650511
860279	761256
860279	761257
860280	650511
857890	181797
857890	671254
857890	820428
858280	176043
858280	176175
858280	178159
858280	182326
858280	182710
858280	183891
858280	186443
858280	186877
858280	189320
858280	190441
858280	191429
858280	193463
858280	193529
858280	194894
858280	196846
858280	197746
858280	199859
858280	201517
858280	201539
858280	646797
858280	751275
840624	181797
840624	671250
840624	752574
840624	757835
860326	194752
860326	198963
860326	199061
860326	199274
860326	199854
860326	201354
860326	215393
860326	477852
860326	650511
860326	722477
860326	758360
860326	758741
860326	759014
860326	759051
860326	759082
860326	759174
860326	760754
860326	761175
860326	761176
860326	761177
860326	761178
860326	761179
860326	761180
860326	761181
860326	761182
860326	761183
860326	761184
860326	761185
860346	188101
860346	215393
860346	650030
860346	650511
856875	181492
856875	667216
857005	180818
857005	182314
857005	182813
857005	192505
857005	235203
857005	650511
857050	182798
857050	193271
857050	650511
857050	664780
857549	181797
857549	671254
857549	820428
837251	190333
837251	199916
837251	201677
837251	650027
837251	650048
837251	650511
837251	749431
837251	749432
837272	191339
837272	620627
837272	650511
837392	175608
837392	176315
837392	179683
837392	180822
837392	181321
837392	182100
837392	182647
837392	182803
837392	182806
837392	182970
837392	185073
837392	185806
837392	186179
837392	188411
837392	188490
837392	189623
837392	193337
837392	195511
837392	195801
837392	198609
837392	198964
837392	199621
837392	200957
837392	200992
837392	201564
837392	464528
837392	513517
837392	624202
837392	650157
837392	650511
837392	650582
837433	177130
837433	179815
837433	182806
837433	185044
837433	650511
837433	650585
857292	175696
857292	176273
857292	178332
857292	179555
857292	180145
857292	181219
857292	182424
857292	182813
857292	182848
857292	185021
857292	187801
857292	188541
857292	189277
857292	190298
857292	191266
857292	194026
857292	194126
857292	198172
857292	200256
857292	200905
857292	201770
857292	310945
857292	650146
857292	650511
857308	187334
857308	646797
857308	650511
857308	667207
857308	667208
857308	756775
857556	179322
857556	180704
857556	182194
857556	182813
857556	183097
857556	186283
857556	186816
857556	192089
857556	195890
857556	382396
857556	650511
857556	657077
857860	181797
857860	671254
857860	820428
947906	181797
947906	650541
837734	177633
837734	177794
837734	179843
837734	180317
837734	180581
837734	182314
837734	182813
837734	185116
837734	190381
837734	192879
837734	194025
837734	197650
837734	198303
837734	200750
837734	201502
837734	340401
837734	510206
837734	650511
837734	721146
837734	721150
837743	179843
837743	182813
837743	185116
837743	192879
837743	200750
837743	201502
837743	510185
837743	510206
837743	650511
837743	721148
835830	178951
835830	194762
835830	620627
835830	646784
835830	650511
835830	722130
835909	180445
835909	182813
835909	185037
835909	191252
835909	195450
835909	198963
835909	200235
835909	650511
838416	176083
838416	178013
838416	180952
838416	181008
838416	181484
838416	181485
838416	182553
838416	183870
838416	186096
838416	187119
838416	187660
838416	187750
838416	188126
838416	188259
838416	188810
838416	196007
838416	196432
838416	197311
838416	646860
838416	646879
838416	650511
838416	751683
856641	182314
856641	650511
841144	181797
841144	186670
841144	193529
841144	477278
841144	646797
841144	671250
841144	752574
841144	757835
841144	758351
833287	175870
833287	180162
833287	181308
833287	183036
833287	187195
833287	188490
833287	195474
833287	646769
833287	646792
833287	646862
833287	650511
833287	756173
833285	178013
833285	180952
833285	181008
833285	181060
833285	182553
833285	186096
833285	187660
833285	187750
833285	188126
833285	188810
833285	197311
833285	200104
833285	201513
833285	235203
833285	510666
833285	646860
833285	650511
840602	181797
840602	671250
840602	752574
849179	191246
849179	195840
849179	382396
849179	650511
849268	178713
849268	182307
849268	182314
849268	185460
849268	185492
849268	186061
849268	194563
849268	195840
849268	197745
849268	344658
849268	382928
849268	464506
849268	473037
849268	646797
849268	650511
849268	667303
849293	176744
849293	180818
849293	181910
849293	235203
849293	650154
849293	650511
849314	199883
849314	650511
849336	650511
849336	753535
849358	182813
849358	184191
849358	193847
849358	235203
849358	650511
836528	177658
836528	178432
836528	178990
836528	180014
836528	182314
836528	183958
836528	184201
836528	189301
836528	189420
836528	189874
836528	190505
836528	190609
836528	191191
836528	194646
836528	194665
836528	194828
836528	194840
836528	197746
836528	197965
836528	199568
836528	200591
836528	215381
836528	650511
836597	176855
836597	182314
836597	646808
836597	650027
836597	650511
836597	667672
836597	757690
859991	181492
859991	182647
859991	199287
859991	662607
860018	181060
860018	181492
860018	756930
860593	650511
860604	177266
860604	191339
860604	193271
860604	620627
860604	650511
860604	757444
860784	447564
860784	642312
860784	650511
860784	761662
860786	181160
860786	185532
860786	197356
860786	222384
860786	235482
860786	235483
860786	235484
860786	235487
860786	382386
860786	382388
860786	382392
860786	650511
860786	758159
860826	185532
860826	197356
860826	201501
860826	222384
860826	235483
860826	235484
860826	235571
860826	382388
860826	650511
860826	650582
860826	667216
860826	757852
860826	761285
860827	181160
860827	185532
860827	197356
860827	222384
860827	235483
860827	235496
860827	382385
860827	382386
860827	382387
860827	382389
860827	650511
860827	758151
860827	758165
860850	181160
860850	185532
860850	197356
860850	222384
860850	235300
860850	235482
860850	235484
860850	235565
860850	382386
860850	382388
860850	382389
860850	382392
860850	650511
860850	758232
860850	758243
860850	758244
860850	761301
860935	190544
860935	820418
839150	181797
839150	671245
860656	195840
860656	630274
860656	650511
860663	182314
860663	185460
860663	190578
860663	192736
860663	195840
860663	279973
860663	627525
860663	627526
860663	627530
860663	627542
860663	627548
860663	627549
860663	630193
860663	646799
860663	650511
860663	662635
860663	664852
860663	757613
860663	757615
860663	757616
860663	757624
860663	757781
860663	757782
860663	757783
860663	757784
860663	757785
860663	757786
860526	175667
860526	177533
860526	182803
860526	186960
860526	192923
860526	199953
860526	646784
860526	650077
860526	650160
860526	650511
860526	756801
857338	190578
857338	195840
857338	197745
857338	382396
857338	629815
857338	630274
857338	642223
857338	650511
857338	657077
860668	650511
839370	181797
839370	184460
839370	192268
839370	195450
839370	197636
839370	201226
839370	235914
839370	503091
839370	503093
839370	513306
839370	659447
839370	667322
839370	671251
839370	707494
860693	179815
860693	193370
860693	200258
860693	200302
860693	201394
860693	287180
860693	468770
860693	650174
860693	650511
860693	667216
860693	671244
860693	753505
860693	757444
860693	757630
860693	757631
860693	757632
860693	757633
860693	757634
860693	757635
860693	757636
860693	757637
860693	757861
860693	757862
860693	757863
860693	757864
860693	757865
860693	757866
860693	757867
860693	757868
860693	757869
860693	757870
860693	760161
860693	760162
860693	760163
848779	180399
848779	181906
848779	182314
848779	183289
848779	184751
848779	188434
848779	190060
848779	190707
848779	195044
848779	197983
848779	650511
848779	664780
848779	667216
848779	759588
848817	178713
848817	180145
848817	182813
848817	183585
848817	185116
848817	185460
848817	187334
848817	187368
848817	192237
848817	192736
848817	192879
848817	192898
848817	193790
848817	194763
848817	195840
848817	197650
848817	197747
848817	198172
848817	199916
848817	200301
848817	215382
848817	235203
848817	294077
848817	310945
848817	310948
848817	310949
848817	382928
848817	463251
848817	463252
848817	463253
848817	463254
848817	463255
848817	463782
848817	463783
848817	463784
848817	463785
848817	506845
848817	650511
848817	766568
840595	181797
840595	646797
840595	671250
840595	752574
840595	758351
835750	175855
835750	178713
835750	178990
835750	179190
835750	179532
835750	181627
835750	181763
835750	182314
835750	183275
835750	184201
835750	187240
835750	187771
835750	189301
835750	189355
835750	189420
835750	189874
835750	190387
835750	190505
835750	191246
835750	192649
835750	194329
835750	194665
835750	194828
835750	195424
835750	196788
835750	197965
835750	198023
835750	199568
835750	200591
835750	215350
835750	310945
835750	310948
835750	382396
835750	642223
835750	650511
857878	181797
857878	671254
857878	820428
860710	176646
860710	182813
860710	184191
860710	186282
860710	193847
860710	201354
860710	235203
860710	377437
860710	646797
860710	650511
860710	757625
860710	757835
860710	758488
860542	193271
860542	503091
860542	650511
860542	663108
860542	664780
860542	753621
849126	181763
849126	189420
849126	200971
849126	201693
849126	215345
849126	235203
849126	382396
849126	382824
849126	650511
860726	187759
860726	447564
860726	447566
860726	447588
860726	642312
860726	642313
860726	650511
860729	187759
860729	447570
860729	447571
860729	447572
860729	650511
860573	650511
860740	190578
860740	195840
860740	627358
860740	627359
860740	650511
860745	195840
860745	464506
860745	627366
860745	627386
860745	627414
860745	627534
860745	627543
860745	627554
860745	630155
860745	650511
860745	674075
860745	711679
860745	711681
860750	178713
860750	192453
860750	195840
860750	310944
860750	310945
860750	310948
860750	464506
860750	621565
860750	621567
860750	621570
860750	621571
860750	627358
860750	627369
860750	627376
860750	627401
860750	627406
860750	627414
860750	627418
860750	629736
860750	642224
860750	642225
860750	650146
860750	650164
860750	650165
860750	650166
860750	650173
860750	650511
860750	674075
860750	676870
860750	677377
860757	447564
860757	642312
860757	650511
860757	652081
877361	175456
877361	176814
877361	177673
877361	177851
877361	177854
877361	178772
877361	179095
877361	179540
877361	182799
877361	182994
877361	184029
877361	184263
877361	185668
877361	187862
877361	188126
877361	188803
877361	189536
877361	189576
877361	191241
877361	191316
877361	191633
877361	191796
877361	193411
877361	194751
877361	195463
877361	196257
877361	197327
877361	197699
877361	197873
877361	199970
877361	201509
877361	211991
877361	215367
877361	477883
877361	490416
877361	506911
877361	514742
877361	515616
877361	515617
877361	515618
877361	515619
877361	624812
877361	624813
877361	624814
877361	624815
877361	624816
877361	650156
877361	650511
877361	678104
877394	179815
877394	182647
877394	182803
877394	650511
866437	184191
866437	194840
866437	751275
870980	177280
870980	178774
870980	180015
870980	181043
870980	182314
870980	182541
870980	182806
870980	182904
870980	184750
870980	190116
870980	192047
870980	199040
870980	509997
870980	646784
870980	751275
877228	711851
877250	667986
881072	182803
881072	751275
868477	181797
868477	820419
868477	820420
868477	820425
873824	181492
873824	188821
873824	190173
873824	620605
878656	182803
878656	751275
877399	650511
877399	662635
878731	182806
878731	186259
878731	188086
878731	198211
878731	199512
878731	201243
878731	751275
878731	753702
878731	753833
878975	182806
878975	190263
878975	194660
878975	645453
878975	751275
899108	182821
899108	190422
899108	195417
899108	200169
899108	287719
899108	646792
899108	721153
899108	751275
899108	757470
899285	751275
898956	175667
898956	177970
898956	180817
898956	181136
898956	181275
898956	182237
898956	182314
898956	182647
898956	182803
898956	183514
898956	185036
898956	186908
898956	187897
898956	193696
898956	194315
898956	194660
898956	196432
898956	197138
898956	200338
898956	200405
898956	200438
898956	751275
898956	756827
898956	957909
898958	175667
898958	175796
898958	177970
898958	180339
898958	180399
898958	180873
898958	182314
898958	182803
898958	185308
898958	188434
898958	190456
898958	191167
898958	192662
898958	194660
898958	195894
898958	196699
898958	197138
898958	197620
898958	200338
898958	200405
898958	200438
898958	667216
898958	751275
898958	751683
899138	177485
899138	180804
899138	182647
899138	182803
899138	182903
899138	182970
899138	184462
899138	189716
899138	193507
899138	195765
899138	195954
899138	200405
899138	200874
899138	667216
899138	668151
899138	751275
884050	650511
884057	650511
898979	175354
898979	175630
898979	180224
898979	181345
898979	182314
898979	182424
898979	186071
898979	186666
898979	187315
898979	188431
898979	189355
898979	190002
898979	190298
898979	193463
898979	194894
898979	195450
898979	197649
898979	197650
898979	197745
898979	197815
898979	200273
898979	646797
898979	650541
898979	751275
898984	175667
898984	179729
898984	179859
898984	180569
898984	182647
898984	182791
