element_global_id	reference_id
684633	181852
684633	184460
684633	186014
684633	194666
684633	194894
684633	199829
684633	463797
684633	506836
684633	506839
684633	711645
685253	181797
685253	184689
685253	473037
685253	722172
685253	759540
684751	180804
684751	181492
684751	194220
684751	198983
684751	668151
684751	671244
685280	181797
685280	182424
685280	184460
684728	181492
684728	201677
684378	178277
684378	181492
684378	181503
684378	181932
684378	182314
684378	182792
684378	182795
684378	182970
684378	187435
684378	189324
684378	189544
684378	190173
684378	191514
684378	192731
684378	194660
684378	195959
684378	196364
684378	197897
684378	198905
684378	199046
684378	620605
684378	645764
684378	667330
684378	668151
684378	671244
684378	678069
684378	756930
684414	181797
684414	181873
684414	184460
684414	192702
684414	200273
684309	177691
684309	178045
684309	178240
684309	181797
684309	183997
684309	184460
684309	185116
684309	188295
684309	190360
684309	192650
684309	478087
684309	671245
684309	707529
684309	722171
685293	181797
685293	182504
685293	184460
685293	185037
685293	342646
685295	179190
685295	181797
685295	181852
685295	181873
685295	182147
685295	183144
685295	184460
685295	185021
685295	192574
685295	192649
685295	194789
685295	478087
685295	505300
685215	181797
685215	184460
685215	200749
685215	342646
685861	181797
685861	182375
685861	184460
685861	185948
685861	197058
685861	199794
685861	478087
685023	181797
685023	181852
685023	181873
685023	184460
685023	189375
685023	190605
948485	190453
948485	190617
948485	192453
948485	262936
948485	620627
948485	646784
948485	650511
684763	181797
684763	184460
684599	178774
684599	179895
684599	181548
684599	182795
684599	182822
684599	182826
684599	188582
684599	190544
684599	194562
684599	199046
684599	645800
684599	659449
684599	659459
684599	667764
684599	722230
684599	943946
685016	175498
685016	179532
685016	181332
685016	181797
685016	181950
685016	183085
685016	184460
685016	187315
685016	189355
685016	190602
685016	198664
685016	200873
685016	340416
685016	342646
685016	478087
685022	181797
685022	186666
685022	186670
685022	190499
685022	194894
685022	195997
685022	473033
685022	646797
685022	671259
685455	181492
685455	668151
684284	181797
684284	182901
684284	184460
684284	187426
684284	198303
684284	200750
684294	176422
684294	181869
684294	182283
684294	186267
684294	191024
684294	468699
684294	477457
684294	477774
684294	508413
684294	619562
684294	646792
684294	668107
684294	792456
684296	181492
684296	182977
684296	189825
684296	199170
684298	181797
684298	186670
684298	192978
684298	646797
684298	671226
684298	757835
684298	758351
684299	181797
684299	186670
684299	646797
684299	671226
684299	757835
684627	181060
684627	181492
684627	182314
684627	189716
684627	194160
684627	194660
684627	195954
684627	668151
684629	181060
684629	181492
684629	182647
684629	182803
684629	641997
684629	649736
685181	176905
685181	181797
685181	184460
685181	190210
685181	194840
685181	199513
685181	199568
685181	659456
685181	667322
685181	707494
684410	176422
684410	177280
684410	178859
684410	181130
684410	181233
684410	182100
684410	182283
684410	182314
684410	186267
684410	200809
684410	287719
684410	508413
684410	619562
684410	645701
684410	646792
684410	649776
684410	671235
684410	671258
684410	678064
684410	678152
684410	722044
684410	792456
684410	848333
685235	177165
685235	181492
685235	184573
685235	185036
685235	191267
685235	194445
685235	196203
685235	200438
685235	667216
685267	178563
685267	179440
685267	181797
685267	184157
685267	184460
685267	186816
685267	189341
685267	342646
684888	176838
684888	182799
684888	190544
684888	199046
684888	620605
685095	182795
685095	190544
685095	199046
685814	181060
685814	181492
685814	193971
685814	200438
685814	645764
686195	176288
686195	176422
686195	185608
686195	191024
686195	195433
686195	477774
686195	659450
686195	667970
686195	668107
686195	671258
686195	792456
686195	957846
685408	176191
685408	178224
685408	178504
685408	181797
685408	181815
685408	182901
685408	184460
685408	185116
685408	187315
685408	187426
685408	189198
685408	189246
685408	192127
685408	195278
685408	198303
685408	199046
685408	201319
685408	478087
685408	510185
685408	645540
685408	645800
685408	656662
685408	659475
686338	175870
686338	176422
686338	177280
686338	179594
686338	181896
686338	186267
686338	464528
686338	477774
686338	619562
686338	659479
686338	668107
686338	678064
686338	678120
686338	792456
686338	957846
685413	178991
685413	181797
685413	184460
685413	198172
685899	181797
685899	184460
685899	198152
685899	200873
685899	215520
685899	342646
685899	468511
685899	659456
685934	179440
685934	180848
685934	181797
685934	183097
685934	184157
685934	184460
685934	186816
685934	194967
685934	198105
685934	200935
685934	342646
685934	659469
685379	178432
685379	181797
685379	184460
685379	189420
685379	190505
685379	197262
685379	478087
685533	181492
685533	193952
685533	200471
685533	668151
685533	678069
686043	177346
686043	181797
686043	181852
686043	184460
686043	192266
685163	178520
685163	181797
685163	184460
685163	187315
685163	192632
685163	195890
685163	377440
685163	478087
685163	659469
685163	671251
684936	175696
684936	181797
684936	181950
684936	184460
684936	188223
684936	197815
684936	199315
684936	200235
684936	200256
684936	200873
684936	340416
684936	659465
684936	667322
684936	671254
684936	707494
684936	820428
684939	176643
684939	178156
684939	181797
684939	184460
684939	188173
684939	192987
684939	194188
684939	196864
684939	199753
684939	200873
684939	478087
685185	178774
685185	190159
685185	190544
685185	192588
685185	199040
685185	199046
685185	201584
685185	645701
685185	645937
685185	659481
685185	667326
685185	667329
685185	667764
685429	181492
685429	182647
685429	183488
685097	181797
685097	184460
685097	195890
685097	478087
685222	178277
685222	179144
685222	182792
685222	182795
685222	182818
685222	188126
685222	188551
685222	190544
685222	196602
685222	199046
685222	199164
685222	201471
685222	374772
685222	509055
685222	620627
685222	659459
685222	820418
685222	943946
684779	181060
684779	181492
684779	189425
684779	195954
685191	178563
685191	181797
685191	181873
685191	184460
685191	662599
685856	176138
685856	181797
685856	184201
685856	184460
685856	197850
685856	621532
685856	671246
685856	671250
685856	671262
685856	671345
685856	752574
685549	181797
685549	185610
685549	473037
685549	646797
685549	667303
685549	722172
685552	181797
685552	184460
685552	195450
685552	198152
685552	342646
685552	464500
685192	181797
685192	473037
685192	646797
685192	722172
685195	181797
685195	181852
685195	181873
685822	181060
685822	181492
685822	198604
685825	181492
685825	182970
685825	187652
685825	187697
685825	194447
685825	197401
685825	201394
685825	668151
685450	176422
685450	179314
685450	179594
685450	181869
685450	181886
685450	199918
685450	200046
685450	201888
685450	235003
685450	235816
685450	477774
685450	619562
685450	641997
685450	659446
685450	667966
685450	667967
685450	667969
685450	667970
685450	668107
685450	758022
685450	957846
684777	181797
684777	184460
684777	201678
684778	181797
684778	185610
684778	200660
684778	473037
684778	646797
684778	722172
684778	756775
685686	176905
685686	181797
685686	184460
685686	190210
685686	194840
685686	199513
685686	659456
685686	667322
685686	707494
685567	178332
685567	180543
685567	181797
685567	181802
685567	182304
685567	182848
685567	184460
685567	186799
685567	187185
685567	194126
685567	200235
685567	200277
685567	235914
685567	340416
685567	342646
685567	379746
685567	478087
685567	659469
685567	671251
685568	179532
685568	181797
685568	181852
685568	182424
685568	184460
685568	190602
685568	294077
685568	505300
684806	190544
684806	199046
684806	199164
684806	201656
684806	374772
684806	620627
685557	175791
685557	181492
685557	183793
685557	195757
685557	196761
857654	195840
857654	627542
857654	630274
857654	650511
685706	181797
685706	184460
685706	200351
685706	671254
685706	820428
684922	175653
684922	181797
684922	181852
684922	181873
684922	190430
684922	344658
684922	645576
684830	177561
684830	181797
684830	184460
684830	194894
684830	200385
684830	469489
684830	469490
684830	469514
684830	473035
684830	473036
684830	646797
684830	667302
684830	757988
947983	181797
947983	650541
685667	181060
685667	181492
685667	182647
685667	182803
685667	641997
685667	649736
685667	667281
684816	181797
684816	185484
684816	185610
684816	473037
684816	646797
684816	722172
685830	176422
685830	181458
685830	181886
685830	181985
685830	186568
685830	191024
685830	195433
685830	195535
685830	197750
685830	200046
685830	477774
685830	619562
685830	667969
685830	667970
685830	668107
685830	957846
685054	180385
685054	181060
685054	181492
685054	181932
685054	182314
685054	182755
685054	189275
685054	194660
685174	181492
685174	200303
685174	957846
686074	181060
686074	181492
686074	182647
686074	185308
686074	194660
686074	667283
684786	176288
684786	176422
684786	178519
684786	179683
684786	181321
684786	181330
684786	181869
684786	182100
684786	182283
684786	182803
684786	184521
684786	185073
684786	186568
684786	188368
684786	188411
684786	188490
684786	190579
684786	190731
684786	193337
684786	193451
684786	194774
684786	195511
684786	197509
684786	198964
684786	199512
684786	199621
684786	200332
684786	200671
684786	200957
684786	201564
684786	287719
684786	464528
684786	477774
684786	508413
684786	619562
684786	641997
684786	646792
684786	649776
684786	659450
684786	659453
684786	659470
684786	668107
684786	671241
684786	671258
684786	678070
684786	678100
684786	792456
684786	848333
684786	957846
685670	181797
685670	646797
685670	667303
684858	181797
684858	184460
684858	186807
684858	187315
684858	188189
684858	194646
684858	197965
684858	478087
685774	181492
685327	178492
685327	181492
685327	185144
685327	188244
685327	194660
685327	195004
685327	195309
685327	201501
685327	667216
684967	178774
684967	189117
684967	190544
684967	192047
684967	193052
684967	197514
684967	199040
684967	199046
684967	199222
684967	201618
684967	215501
684967	620627
684967	645701
684967	646784
684967	659481
684967	667326
684967	667329
684967	667764
684967	943946
686456	178757
686456	181797
686456	181852
686456	181873
686456	184460
686456	186071
686456	187001
686456	187771
686456	189582
686456	192649
686456	200273
685627	178884
685627	181797
685627	181852
685627	183917
685627	184460
685627	186850
685627	199530
685627	503945
686768	190544
686768	199046
686768	199164
686768	215460
686768	620627
686768	645701
686768	659460
686768	659481
686768	667326
686768	667764
686770	181492
686246	175357
686246	175909
686246	177525
686246	181797
686246	181873
686246	182294
686246	184460
686246	195666
686246	200500
686246	201002
686246	463797
686246	662599
686371	177658
686371	178045
686371	178332
686371	180543
686371	181797
686371	182514
686371	182970
686371	184201
686371	184460
686371	187315
686371	187426
686371	189420
686371	190387
686371	191191
686371	191295
686371	192424
686371	194484
686371	194665
686371	194828
686371	195753
686371	196649
686371	197262
686371	198274
686371	198303
686371	198731
686371	199468
686371	200591
686371	321625
686371	377435
686371	478087
686371	645765
686371	657112
686371	659447
686371	659463
686371	659465
686371	659486
686371	667322
686371	667323
686371	671245
686371	671246
686371	671250
686371	671262
686371	707494
686371	722171
686371	722175
686371	752574
686380	180145
686380	181797
686380	184460
686380	188404
686380	478087
