element_global_id	obsoletename	obsoletenote	obsoletedate	obsoleteauthority
684789	<i>Cornus sericea - Cornus amomum - Photinia melanocarpa - Viburnum lentago</i> Fen	nomenclature update (USDA Plants 2017)	8/17/2017	M. Russo
866624	<i>Acer rubrum / Viburnum nudum - Photinia pyrifolia / Smilax laurifolia / Carex debilis var. pubera</i> Seep Forest	nomenclature update (USDA Plants 2017)	8/17/2017	M. Russo
899135	<i>Schoenoplectus robustus - Schoenoplectus maritimus - Atriplex patula</i> Inland Saline Marsh Alliance	nomenclature update (USDA Plants 2017)	8/28/2017	M. Russo
899954	<i>Schoenoplectus maritimus - Schoenoplectus californicus</i> Salt Marsh Alliance	nomenclature update (USDA Plants 2017)	8/28/2017	M. Russo
683828	<i>Schoenoplectus maritimus</i> Marsh	nomenclature update (USDA Plants 2017)	8/28/2017	M. Russo
684235	<i>Schoenoplectus robustus - Juncus gerardii - Hordeum jubatum - Atriplex patula</i> Saline Marsh	nomenclature update (USDA Plants 2017)	8/28/2017	M. Russo
689421	<i>Impatiens capensis - Peltandra virginica - Polygonum arifolium - Schoenoplectus fluviatilis - Typha angustifolia</i> Tidal Marsh	nomenclature update (USDA Plants 2017)	8/28/2017	M. Russo
848835	<i>Carex lyngbyei - Schoenoplectus maritimus - Glaux maritima</i> Salt Marsh Group	nomenclature update (USDA Plants 2017)	8/28/2017	M. Russo
684024	<i>(Pinus palustris) / Bigelowia nuttallii - Talinum teretifolium - Allium cuthbertii - Penstemon dissectus</i> Altamaha Grit Grassland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
685705	<i>Ambrosia dumosa - Ephedra (fasciculata, nevadensis)</i> Dwarf-shrubland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
837244	<i>Yucca brevifolia - Eriogonum fasciculatum - Ephedra fasciculata</i> Mixed Desert Scrub Group	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
959774	Eastern Boreal - Sub-boreal Alkaline Talus Alliance		2/5/2016	M. Russo
688812	<i>Fagus grandifolia - Carya</i> spp. / (<i>Acer negundo, Magnolia macrophylla, Tilia americana var. heterophylla</i>) Temporarily Flooded Forest		2/11/2016	M. Russo
934888	<i>Sullivantia hapemanii - Mimulus</i> spp. Wet Rock Vegetation [Placeholder]		2/11/2016	M. Russo
686723	<i>Salix interior / Phragmites australis</i> Wet Shrubland		2/17/2016	M. Pyne
689596	<i>Leymus cinereus - Distichlis spicata</i> Wet Meadow		2/22/2016	D. Faber-Langendoen/J. Rocchio
683374	<i>Distichlis spicata</i> Wet Meadow		2/22/2016	D. Faber-Langendoen/J. Rocchio
686893	<i>Carex unilateralis - Hordeum brachyantherum</i> Wet Meadow		2/22/2016	D. Faber-Langendoen/J. Rocchio
684932	<i>Alnus rubra / Athyrium filix-femina - Lysichiton americanus</i> Forest		2/22/2016	D. Faber-Langendoen/J. Rocchio
685195	<i>arex densa - Deschampsia caespitosa</i> Wet Meadow		2/22/2016	D. Faber-Langendoen/J. Rocchio
899196	<i>Ledum glandulosum - Ledum groenlandicum</i> Acidic Shrub Fen Alliance		2/22/2016	D. Faber-Langendoen
794078	<i>Fraxinus anomala - Rhus trilobata</i> Talus Shrubland	adding "Dry" to the name to help distinguish this from mesic/riparian sites that can also be on talus slopes near water	7/14/2016	G. Kittel
686978	<i>(Crataegus opaca) / Schizachyrium scoparium - Panicum virgatum - Croton capitatus</i> Marsh		6/30/2017	M. Pyne
732561	<i>Pinus ponderosa / Vaccinium caespitosum</i> Woodland	nomenclature update (USDA Plants 2017)	7/27/2017	M. Russo
849120	<i>Adiantum</i> spp. - <i>Mimulus</i> spp. - <i>Aquilegia</i> spp. Colorado Plateau Hanging Garden Group		2/22/2016	D. Faber-Langendoen
857208	<i>Alnus</i> spp. - <i>Salix</i> spp. - <i>Spiraea</i> spp. Lowland Riparian &amp; Wet Slope Shrubland Group		2/22/2016	D. Faber-Langendoen
860603	<i>Amelanchier alnifolia / Festuca idahoensis - Pseudoroegneria spicata</i> Central Rocky Mountain Montane-Foothill Grassland &amp; Shrubland Macrogroup		2/22/2016	D. Faber-Langendoen
848795	<i>Deschampsia beringensis - Argentina egedii - Carex obnupta</i> Vancouverian Freshwater Coastal Marsh &amp; Meadow Group		2/22/2016	D. Faber-Langendoen
836963	<i>Magnolia virginiana - Gordonia lasianthus - Pinus serotina</i> Forest Group		2/22/2016	D. Faber-Langendoen
838641	<i>Pinus edulis - Juniperus monosperma</i> Southern Rocky Mountain &amp; Colorado Plateau Woodland Macrogroup		2/22/2016	D. Faber-Langendoen
837087	<i>Populus deltoides / Juniperus horizontalis - Ammophila breviligulata</i> Coastal Dune &amp; Grassland Group		2/22/2016	D. Faber-Langendoen
683415	<i>Thuja plicata - Tsuga heterophylla / Lysichiton americanus / Sphagnum</i> spp. Swamp Forest		2/22/2016	D. Faber-Langendoen/J. Rocchio
687887	<i>Quercus texana - (Carya aquatica, Taxodium distichum) / Cornus foemina / Symphyotrichum lanceolatum - Leersia virginica</i> Floodplain Forest		3/29/2016	M.J. Russo
860773	Caribbean Flooded Forest Group		7/18/2016	C.  Nordman
687864	<i>Populus fremontii / Baccharis emoryi</i> Riparian Woodland		8/5/2016	M. Reid
738000	<i>Baccharis emoryi - Salix exigua</i> Wet Shrubland		8/9/2016	M. Reid
899360	<i>Acer barbatum - Quercus shumardii - Fraxinus americana</i> Coastal Plain Forest Alliance	nomenclature update (USDA Plants 2017)	8/24/2017	M. Russo
683233	<i>Carya glabra - Tilia americana var. caroliniana - Acer barbatum / Trillium maculatum</i> Forest	nomenclature update (USDA Plants 2017)	8/24/2017	M. Russo
687025	<i>Fagus grandifolia - Acer barbatum - Quercus muehlenbergii / Sanguinaria canadensis</i> Forest	nomenclature update (USDA Plants 2017)	8/24/2017	M. Russo
686218	<i>Juglans nigra - Aesculus glabra var. glabra - Gymnocladus dioicus / Arundinaria gigantea ssp. gigantea - (Asimina triloba)</i> Forest	nomenclature update (USDA Plants 2017)	8/25/2017	M. Russo
684030	<i>Pinus palustris / Arundinaria gigantea ssp. tecta - Liquidambar styraciflua / Andropogon glomeratus - Sarracenia minor</i> Woodland	nomenclature update (USDA Plants 2017)	8/25/2017	M. Russo
688018	<i>Quercus pagoda - Quercus michauxii / Arundinaria gigantea ssp. tecta - Sabal minor / Chasmanthium laxum</i> Wet Flatwoods Forest	nomenclature update (USDA Plants 2017)	8/25/2017	M. Russo
689926	<i>Pinus rigida / Vaccinium corymbosum - Leucothoe racemosa / Sphagnum</i> spp. Swamp Woodland	nomenclature update (USDA Plants 2017)	8/25/2017	M. Russo
686150	<i>Packera tomentosa - Croton willdenowii - Schizachyrium scoparium - (Selaginella rupestris)</i> Flatrock Vegetation	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
689478	<i>Quercus stellata / (Danthonia spicata, Croton willdenowii)</i> Flatwoods Woodland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
683728	<i>Sedum pulchellum - Talinum calcaricum - Leavenworthia</i> spp. / <i>Nostoc commune</i> Limestone Glade Vegetation	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
788789	<i>Salicornia virginica</i> / Algae Salt Marsh	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
686281	<i>Distichlis spicata - (Salicornia virginica)</i> Salt Marsh	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
686790	<i>Triglochin maritima - (Salicornia virginica)</i> Salt Marsh	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
688167	<i>Hypericum reductum / Syngonanthus flavidulus - Rhexia salicifolia - (Xyris longisepala)</i> Wet Dwarf-shrubland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
893476	Midwest Limestone-Dolomite Outcrop		2/11/2016	M. Russo
885459	<i>Alnus serrulata</i> Saturated Appalachian-Piedmont Seepage Shrubland		2/12/2016	M. Russo
860816	Hawaiian Dry-Site Lava Flow Group		5/27/2016	K. Schulz
860826	Caribbean Salt Flat &amp; Pond Group		7/18/2016	C. Nordman
899881	<i>Picea mariana - Abies balsamea / Osmunda cinnamomea / Sphagnum</i> spp. Swamp Forest Alliance		2/5/2016	D. Faber-Langendoen
860867	Caribbean Coastal Cactus Scrub Group		2/8/2016	C. Nordman
683289	<i>Muhlenbergia filipes - Andropogon glomeratus var. pumilus - Saccharum giganteum</i> Successional Marsh		2/10/2016	M. Russo
688836	<i>Pinus clausa / Ceratiola ericoides / Cladonia</i> spp. Woodland		2/11/2016	M. Russo
857662	<i>Fouquieria splendens - Nolina</i> spp. - <i>Atriplex hymenelytra</i> Sparse Vegetation Group		2/22/2016	D. Faber-Langendoen
856661	<i>Leymus mollis - Leymus arenarius - Abronia latifolia</i> Dune &amp; Grassland Group		2/22/2016	D. Faber-Langendoen
838784	<i>Magnolia virginiana - Persea palustris - Pinus serotina</i> Swamp Macrogroup		2/22/2016	D. Faber-Langendoen
948606	<i>Picea mariana - Abies balsamea</i> Atlantic Boreal Acidic Bog &amp; Swamp Group		2/22/2016	D. Faber-Langendoen
833194	<i>Pinus elliottii var. densa / Coccothrinax argentata - Sideroxylon salicifolium</i> Rockland Group		2/22/2016	D. Faber-Langendoen
860485	Great Plains Floodplain Forest		2/22/2016	D. Faber-Langendoen
860485	<i>Populus deltoides - Fraxinus pennsylvanica / Salix</i> spp. Flooded Forest Macrogroup		2/22/2016	D. Faber-Langendoen
837856	Central Rocky Mountain High Montane Mesic Shrubland		2/22/2016	D. Faber-Langendoen
907535	North American Boreal &amp; Sub-boreal Acidic Bog &amp; Fen		2/22/2016	D. Faber-Langendoen
907535	<i>Chamaedaphne calyculata - Vaccinium oxycoccos - Carex oligosperma</i> Acidic Bog &amp; Fen Macrogroup		2/22/2016	D. Faber-Langendoen
839507	Eastern North American Boreal Acidic Bog &amp; Fen		2/22/2016	D. Faber-Langendoen
839507	<i>Chamaedaphne calyculata - Carex oligosperma - Kalmia polifolia</i> Boreal Acidic Bog &amp; Fen Group		2/22/2016	D. Faber-Langendoen
860780	Hawaiian Montane Rainforest &amp; Cloud Forest Group		5/26/2016	K. Schulz
877233	Temperate &amp; Boreal Freshwater Aquatic Vegetation Formation		8/3/2016	D. Faber-Langendoen
793511	<i>Ericameria nauseosa</i> Sparse Shrubland		8/9/2016	M. Reid
684732	<i>Tsuga mertensiana - Abies amabilis / Oplopanax horridus</i> Swamp Forest		1/30/2017	G. Kittel
684925	<i>Tsuga heterophylla - Chamaecyparis nootkatensis / Vaccinium ovalifolium / Lysichiton americanus</i> Swamp Forest		2/1/2017	G. Kittel
687857	<i>Tsuga heterophylla - Thuja plicata / Polystichum munitum</i> Forest		2/1/2017	G. Kittel
685537	<i>Tsuga mertensiana / Vaccinium ovalifolium / Caltha leptosepala ssp. howellii</i> Woodland		2/1/2017	G. Kittel
688751	<i>Tsuga mertensiana - Abies amabilis / Elliottia pyroliflorus</i> Woodland		2/1/2017	G. Kittel
860853	North American Arctic &amp; Subarctic Dwarf Willoa Tundra		2/5/2016	D. Faber-Langendoen
860725	Caribbean Coastal Rocky Shore &amp; Cliff Group		2/8/2016	C. Nordman
683185	<i>Carex simulata</i> Wet Meadow		2/22/2016	D. Faber-Langendoen/J. Rocchio
684064	<i>Prunus serotina / Morella cerifera / Smilax rotundifolia</i> Ruderal Scrub Forest	name was changed to Ruderal in error	5/5/2016	K. Patterson
860804	Hawaiian Montane-Subalpine Dry Shrubland &amp; Grassland Group		5/26/2016	K. Schulz
736402	<i>Rhynchospora (alba, cephalantha) - Muhlenbergia uniflora - Lophiola aurea</i> Sea Level Fen		6/28/2017	K. Walz/L. Sneddon
860856	<i>Aleurites moluccana - Hibiscus tiliaceus</i> Ruderal Flooded &amp; Swamp Forest Group	nomenclature update (USDA Plants 2017)	7/25/2017	M. Russo
688460	<i>Sporobolus (neglectus, vaginiflorus) - Aristida longispica - Panicum flexile - Panicum capillare</i> Grassland	nomenclature update (USDA Plants 2017)	7/25/2017	M. Russo
951318	<i>Opuntia imbricata</i> Ruderal Cacti Scrub Alliance	nomenclature update (USDA Plants 2017)	8/12/2017	M. Russo
899271	<i>Opuntia bigelovii</i> Cacti Scrub Alliance	nomenclature update (USDA Plants 2017)	8/12/2017	M. Russo
684365	<i>Phragmites australis</i> Western Ruderal Wet Meadow		8/14/2017	G. Kittel
899947	<i>Typha domingensis - Typha latifolia - Typha angustifolia</i> Western Marsh Alliance		8/14/2017	G. Kittel
688905	<i>Rorippa nasturtium-aquaticum - Veronica anagallis-aquatica - Cardamine bulbosa</i> Seepage Meadow	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
687744	<i>Quercus marilandica var. ashei / Schizachyrium scoparium - Andropogon gerardii - Monarda fistulosa var. stipitatoglandulosa</i> / Lichens Novaculite Glade Wooded Grassland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
687511	<i>Pseudotsuga menziesii / Muhlenbergia virescens</i> Forest	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
683353	<i>Juniperus virginiana var. virginiana - Leptopus phyllanthoides - (Quercus nigra, Ilex vomitoria)</i> Riverscour Shrubland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
769486	<i>Celtis laevigata var. reticulata</i> Slickrock Canyon Riparian Woodland		9/1/2016	G. Kittel
687949	Igneous Ozark Moist Cliff Sparse Vegetation		2/27/2017	D. Faber-Langendoen
688433	<i>Carex lasiocarpa - Carex buxbaumii - Trichophorum caespitosum</i> Boreal Fen	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
685296	<i>Abies lasiocarpa - Picea engelmannii / Vaccinium caespitosum</i> Forest	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
728657	<i>Larix occidentalis / Vaccinium caespitosum</i> Forest	nomenclature update (USDA Plants 2017)	7/27/2017	M. Russo
728663	<i>Larix occidentalis / Vaccinium caespitosum / Clintonia uniflora</i> Forest	nomenclature update (USDA Plants 2017)	7/27/2017	M. Russo
731884	<i>Picea engelmannii / Vaccinium caespitosum</i> Forest	nomenclature update (USDA Plants 2017)	7/27/2017	M. Russo
686746	<i>Vaccinium caespitosum / Carex filifolia</i> Dwarf-shrubland	nomenclature update (USDA Plants 2017)	7/27/2017	M. Russo
899594	<i>Deschampsia caespitosa</i> Serpentine Seep Alliance	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
899856	<i>Carex aquatilis - Carex utriculata - Deschampsia caespitosa</i> Wet Meadow Alliance	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
689647	<i>Salix glauca / Deschampsia caespitosa</i> Wet Shrubland	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
683765	<i>Salix geyeriana / Deschampsia caespitosa</i> Wet Shrubland	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
684568	<i>Salix eastwoodiae / Deschampsia caespitosa</i> Wet Shrubland	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
687250	<i>Deschampsia caespitosa - Sidalcea hendersonii</i> Salt Marsh	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
685711	<i>Deschampsia caespitosa - Artemisia lindleyana</i> Marsh	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
836045	Laurentian Sub-boreal Dry Jack Pine - Red Pine - Oak Woodland		8/8/2017	D. Faber-Langendoen
835861	Eastern North American Sub-boreal Alkaline Fen		8/8/2017	D. Faber-Langendoen
899890	<i>Pinus banksiana - Picea mariana / Vaccinium</i> spp. Sub-boreal Forest Alliance		8/8/2017	D. Faber-Langendoen
899889	<i>Populus tremuloides - Picea glauca</i> Sub-boreal Rocky Woodland Alliance		8/8/2017	D. Faber-Langendoen
899574	<i>Sphagnum rubellum - Rhynchospora alba</i> Sub-boreal Graminoid-Moss Fen Alliance		8/8/2017	D. Faber-Langendoen
899899	<i>Phragmites australis - Arundo donax - Alopecurus pratensis</i> Ruderal Marsh Alliance		8/14/2017	G. Kittel
687012	<i>Quercus muehlenbergii - Carya carolinae-septentrionalis / Acer (barbatum, leucoderme) / Croton alabamensis</i> Woodland	nomenclature update (USDA Plants 2017)	8/24/2017	M. Russo
721877	<i>Quercus (rubra, alba, velutina) / Acer barbatum / Asimina triloba</i> Forest	nomenclature update (USDA Plants 2017)	8/24/2017	M. Russo
688985	<i>Fagus grandifolia - Quercus alba / Acer (barbatum, leucoderme) / Solidago auriculata</i> Forest	nomenclature update (USDA Plants 2017)	8/24/2017	M. Russo
685613	<i>Pinus taeda - Quercus alba - Carya alba / Acer barbatum - (Acer leucoderme)</i> Forest	nomenclature update (USDA Plants 2017)	8/24/2017	M. Russo
689404	<i>Acer (barbatum, saccharum) - Juglans nigra - Fraxinus americana / Hybanthus concolor</i> Forest	nomenclature update (USDA Plants 2017)	8/24/2017	M. Russo
689294	<i>Pinus strobus - Tsuga canadensis</i> Lower New England / Northern Piedmont Forest		2/11/2016	M. Russo
878891	<i>Geraea canescens</i> Ephemeral Herbaceous Vegetation [Park Special]	elevated to Standard	11/18/2016	K. Schulz
689383	<i>Gutierrezia sarothrae / Pleuraphis rigida</i> Shrub Grassland		11/30/2016	K. Schulz
687235	<i>Viguiera reticulata</i> Shrubland [Placeholder]	elevated to Provisional	11/30/2016	M. Russo
684036	<i>Yucca schidigera</i> Shrubland [Placeholder]	elevated to Provisional	12/1/2016	M. Russo
683421	<i>Picea sitchensis / Menziesia ferruginea - Vaccinium parvifolium</i> Forest		1/31/2017	G. Kittel
685217	<i>Picea sitchensis / Oplopanax horridus / Lysichiton americanus</i> Swamp Forest		1/31/2017	G. Kittel
684062	<i>Picea sitchensis / Vaccinium ovalifolium / Lysichiton americanus</i> Swamp Forest		1/31/2017	G. Kittel
688194	<i>Pinus contorta var. contorta / Gaultheria shallon</i> Forest		1/31/2017	G. Kittel
685014	<i>Abies concolor / Mahonia nervosa - Gaultheria shallon</i> Forest		1/31/2017	G. Kittel
690034	<i>Pseudotsuga menziesii - Tsuga heterophylla / Rhododendron macrophyllum - Vaccinium ovatum - Gaultheria shallon</i> Forest		1/31/2017	G. Kittel
687702	<i>Abies amabilis / Mahonia nervosa</i> Forest		2/1/2017	G. Kittel
688631	<i>Impatiens pallida - Cystopteris bulbifera - Adoxa moschatellina - (Chrysosplenium iowense, Aconitum noveboracense)</i> Algific Talus Herb Vegetation		2/27/2017	D. Faber-Langendoen
893473	Midwest Sandstone Outcrop		2/27/2017	D. Faber-Langendoen
683161	<i>(Hydrangea arborescens, Ribes cynosbati) / Deschampsia flexuosa - Dryopteris marginalis - Dennstaedtia punctilobula</i> Cliff Shrubland		2/27/2017	D. Faber-Langendoen
686752	<i>Hydrangea arborescens / Impatiens (capensis, pallida) - Heuchera villosa</i> Cliff Shrubland		2/27/2017	D. Faber-Langendoen
689006	<i>Aristida longispica - Schizachyrium scoparium - Diodia teres</i> Saline Grassland	nomenclature update (USDA Plants 2017)	7/25/2017	M. Russo
899241	<i>Cupressus arizonica</i> Forest &amp; Woodland Alliance	nomenclature update (USDA Plants 2017)	8/15/2017	M. Russo
899476	<i>Cupressus goveniana - Cupressus macrocarpa</i> Woodland Alliance	nomenclature update (USDA Plants 2017)	8/15/2017	M. Russo
943205	<i>Hemizonia pungens - Hemizonia</i> sp. Vernal Pool Alliance	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
686508	<i>Vitis rotundifolia - Ampelopsis arborea - Campsis radicans</i> Ruderal Wet Vine-Shrubland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
686751	<i>Acer rubrum / Sambucus canadensis / Ampelopsis arborea - Sicyos angulatus</i> Tidal Forest	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
868471	<i>Sophora chrysophylla / Ehrharta stipoides</i> Subalpine Ruderal Woodland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
686220	<i>Alnus incana ssp. rugosa - Nemopanthus mucronatus / Sphagnum</i> spp. Acidic Peatland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
683588	<i>Juniperus occidentalis var. australis</i> / Sparse Understory Woodland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
688458	<i>Juniperus occidentalis var. australis / Holodiscus discolor</i> Woodland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
685327	<i>Metopium toxiferum - Eugenia foetida - Coccoloba uvifera - Thrinax morrisii / Erithalis fruticosa</i> Forest	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
899728	<i>Pinus jeffreyi - Pinus washoensis</i> Mixed Conifer Woodland Alliance	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
686064	<i>Pinus washoensis</i> Woodland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
683274	<i>Quercus buckleyi - Fraxinus texensis - Quercus muehlenbergii</i> Forest	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
688777	<i>Vaccinium caespitosum / Calamagrostis breweri</i> Dwarf-shrub Grassland	nomenclature update (USDA Plants 2017)	7/27/2017	M. Russo
684174	<i>Trichophorum caespitosum - Carex scirpoidea - Carex bigelowii</i> Alpine Snowbed	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
685148	<i>Trichophorum caespitosum - Gaylussacia dumosa / Sphagnum (fuscum, rubellum, magellanicum)</i> Acidic Peatland	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
899410	<i>Ledum groenlandicum / Trichophorum caespitosum / Sphagnum</i> spp. Alpine Bog &amp; Fen Alliance	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
899643	<i>Myrica gale - Spiraea douglasii - Vaccinium caespitosum</i> Shrub Fen Alliance	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
731466	<i>Pinus contorta / Vaccinium caespitosum / Clintonia uniflora</i> Forest	nomenclature update (USDA Plants 2017)	7/27/2017	M. Russo
689862	<i>Quercus shumardii - Quercus muehlenbergii - Acer (barbatum, saccharum) / Ostrya virginiana</i> Forest	nomenclature update (USDA Plants 2017)	8/24/2017	M. Russo
686572	<i>Quercus alba - Quercus stellata / Ostrya virginiana - Acer barbatum / Chasmanthium sessiliflorum</i> Forest	nomenclature update (USDA Plants 2017)	8/24/2017	M. Russo
689017	<i>Quercus shumardii - Quercus michauxii - Quercus nigra / Acer barbatum - Tilia americana var. heterophylla</i> Swamp Forest	nomenclature update (USDA Plants 2017)	8/24/2017	M. Russo
687507	<i>Tilia americana - Acer barbatum - Fraxinus americana / Arundinaria gigantea / Tillandsia usneoides</i> Forest	nomenclature update (USDA Plants 2017)	8/24/2017	M. Russo
899893	<i>Acacia farnesiana - Celtis pallida</i> Riparian Scrub Alliance	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
685073	<i>Celtis laevigata var. reticulata / Celtis pallida</i> Wet Shrubland	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
685043	<i>Prosopis glandulosa var. glandulosa / (Celtis pallida, Phaulothamnus spinescens, Ziziphus obtusifolia var. obtusifolia)</i> Woodland	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
683219	<i>Acacia farnesiana - Celtis laevigata - Celtis pallida</i> Ruderal Scrub	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
860552	<i>Prosopis glandulosa - Celtis pallida / Chloris pluriflora</i> Tamaulipan Scrub &amp; Grassland Macrogroup	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
689966	<i>Bothriochloa barbinodis - Chloris pluriflora</i> Grassland	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
899868	<i>Juncus balticus - Juncus mexicanus</i> Wet Meadow Alliance	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
687882	<i>Juncus balticus</i> Wet Meadow	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
685889	<i>Argentina egedii - Juncus balticus</i> Salt Marsh	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
684812	<i>Juncus balticus - Carex obnupta</i> Wet Meadow	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
689905	<i>Calamagrostis nutkaensis - Argentina egedii - Juncus balticus</i> Salt Marsh	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
686583	<i>Juncus balticus - (Juncus mexicanus)</i> Wet Meadow	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
690040	<i>Dasiphora fruticosa ssp. floribunda / Cladium mariscoides - Juncus balticus - (Rhynchospora capillacea)</i> Fen	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
737997	<i>Baccharis emoryi / Juncus balticus</i> Wet Shrubland	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
802992	<i>Artemisia cana / Juncus balticus</i> Wet Shrubland	nomenclature update (USDA Plants 2017)	8/26/2017	M. Russo
860836	<i>Sesuvium portulacastrum - Schoenoplectus maritimus - Cyperus laevigatus</i> Salt Marsh Group	nomenclature update (USDA Plants 2017)	8/28/2017	M. Russo
683987	<i>Larrea tridentata - Atriplex hymenelytra</i> Shrubland	to make clear ATHY is more diagnostic	11/18/2016	K. Schulz
686128	<i>Larrea tridentata / Lycium andersonii - Grayia spinosa</i> Shrubland		11/18/2016	K. Schulz
689193	<i>Abies bracteata</i> Forest [Placeholder]	elevated to Standard	11/25/2016	M. Reid
689576	Cytisus scoparius Ruderal Shrubland [Placeholder]		11/26/2016	M. Russo
688529	<i>Hyptis emoryi</i> Shrubland [Placeholder]	elevated to Provisional	12/1/2016	M. Russo
687036	<i>Deschampsia caespitosa - Danthonia californica</i> Marsh	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
689487	<i>Deschampsia caespitosa - (Carex lyngbyei, Distichlis spicata)</i> Salt Marsh	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
685366	<i>Larix laricina / Photinia melanocarpa / Sphagnum</i> spp. Swamp Forest	nomenclature update (USDA Plants 2017)	8/16/2017	M. Russo
686132	<i>Pinus rigida / (Quercus ilicifolia) / Photinia melanocarpa / Deschampsia flexuosa</i> Woodland	nomenclature update (USDA Plants 2017)	8/17/2017	M. Russo
683072	<i>Photinia pyrifolia - Ilex verticillata - Nemopanthus mucronatus / Osmunda cinnamomea</i> Acidic Peatland	nomenclature update (USDA Plants 2017)	8/17/2017	M. Russo
689631	<i>Schizachyrium scoparium - Sorghastrum nutans - Bouteloua curtipendula - Rudbeckia missouriensis - Hedyotis nigricans</i> Wooded Grassland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
835984	<i>Schizachyrium scoparium - Bouteloua curtipendula - Hedyotis nigricans</i> Central Glade &amp; Barrens Group	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
685542	<i>Quercus virginiana - Sabal palmetto / Eugenia axillaris - Myrsine floridana - Coccoloba uvifera</i> Forest	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
683461	<i>Betula papyrifera var. commutata - Alnus rubra / Polystichum munitum</i> Forest	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
684941	<i>Artemisia arbuscula ssp. arbuscula / Leptodactylon pungens</i> Shrubland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
685161	<i>Pascopyrum smithii - Buchloe dactyloides - (Phyla cuneifolia, Oenothera canescens)</i> Wet Meadow	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
685041	<i>Bouteloua gracilis - Buchloe dactyloides - Pleuraphis jamesii</i> Grassland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
688553	<i>Prosopis glandulosa var. glandulosa / Bouteloua gracilis - Buchloe dactyloides</i> Ruderal Shrubland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
849336	<i>Pascopyrum smithii - Panicum obtusum - Buchloe dactyloides</i> Playa &amp; Rainwater Basin Wetland Group	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
