element_global_id	obsoletename	obsoletenote	obsoletedate	obsoleteauthority
687521	<i>Quercus alba - Quercus rubra - Carya alba / Cornus florida</i> Acidic Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
950174	<i>Festuca roemeri - Danthonia californica</i> Interior Prairie, Bald &amp; Bluff Grassland Alliance	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
684653	<i>Festuca roemeri - Sericocarpus rigidus</i> Grassland	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
684764	<i>Artemisia tridentata / Chrysothamnus viscidiflorus / Poa secunda</i> Shrubland		11/29/2016	K. Schulz
687191	<i>Tsuga mertensiana - Chamaecyparis nootkatensis / Vaccinium ovalifolium - Gaultheria shallon / Nephrophyllidium crista-galli</i> Woodland		1/30/2017	G. Kittel
688210	<i>Picea sitchensis / Oplopanax horridus - Rubus spectabilis</i> Riparian Forest		1/31/2017	G. Kittel
686625	<i>Picea sitchensis / Vaccinium ovalifolium</i> Forest		1/31/2017	G. Kittel
687967	<i>Tsuga mertensiana / Elliottia pyroliflorus</i> Woodland		2/1/2017	G. Kittel
688775	<i>Tsuga mertensiana - Chamaecyparis nootkatensis / Vaccinium ovalifolium / Lysichiton americanus</i> Swamp Forest		2/1/2017	G. Kittel
683160	<i>Hydrangea arborescens / Heuchera (americana var. hirsuticaulis, villosa var. arkansana) - Aquilegia canadensis</i> Cliff Shrubland		2/27/2017	D. Faber-Langendoen
900048	Midwest Acidic Cliff Alliance		2/27/2017	D. Faber-Langendoen
684593	Sandstone Midwest Moist Cliff Vegetation		2/27/2017	D. Faber-Langendoen
685775	Limestone - Dolostone Midwest Dry Cliff Sparse Vegetation		2/27/2017	D. Faber-Langendoen
686634	Limestone - Dolostone Midwest Moist Cliff Vegetation		2/27/2017	D. Faber-Langendoen
685883	Chert Ozark Dry Cliff Sparse Vegetation		2/27/2017	D. Faber-Langendoen
899454	<i>Vaccinium caespitosum - Vaccinium membranaceum - Vaccinium scoparium</i> Cascadian Alpine Dwarf-shrubland Alliance	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
685688	<i>Pinus contorta / Vaccinium caespitosum</i> Forest	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
899747	<i>Deschampsia caespitosa - Campanula rotundifolia</i> Lakeshore Alliance	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
899950	<i>Deschampsia caespitosa - Festuca rubra</i> Brackish Salt Marsh Alliance	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
683174	<i>Picea sitchensis / Oplopanax horridus</i> Riparian Forest		1/31/2017	G. Kittel
687279	<i>Picea sitchensis / Vaccinium ovalifolium - Oplopanax horridus</i> Swamp Forest		1/31/2017	G. Kittel
683147	<i>Tsuga heterophylla - Chamaecyparis nootkatensis / Vaccinium ovalifolium - Oplopanax horridus</i> Forest		2/1/2017	G. Kittel
684731	<i>Tsuga heterophylla - (Thuja plicata) / Oplopanax horridus / Polystichum munitum</i> Forest		2/1/2017	G. Kittel
689882	<i>Carex lasiocarpa - Trichophorum caespitosum - Rhynchospora capillacea / Andromeda polifolia</i> Fen	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
688859	<i>Pinus contorta / Trichophorum caespitosum</i> Treed Bog	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
689913	<i>Trichophorum caespitosum - Calamagrostis pickeringii</i> Alpine Snowbed	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
684628	<i>Trichophorum caespitosum - Osmunda regalis - Rhynchospora capitellata - Oxypolis rigidior</i> Cliff Vegetation	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
899411	<i>Salix herbacea / Trichophorum caespitosum - Carex bigelowii</i> Alpine Snowbed Alliance	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
686454	Limestone - Dolostone Midwest Talus Vegetation		2/27/2017	D. Faber-Langendoen
893476	Midwest Limestone - Dolomite Outcrop		2/27/2017	D. Faber-Langendoen
878657	<i>Hydrangea arborescens / Heuchera villosa</i> Interior Circumneutral Cliff Alliance		2/27/2017	D. Faber-Langendoen
685951	<i>Trichophorum caespitosum - Saxifraga (foliolosa, paniculata, rivularis)</i> Alpine Cliff	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
687314	<i>Pinus contorta / Deschampsia caespitosa</i> Swamp Forest	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
686912	<i>Dasiphora fruticosa ssp. floribunda / Deschampsia caespitosa</i> Wet Shrubland	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
687906	<i>Salix planifolia / Deschampsia caespitosa</i> Wet Shrubland	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
684511	<i>Salix boothii / Deschampsia caespitosa - Geum rossii</i> Wet Shrubland	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
839389	<i>Deschampsia caespitosa</i> Boreal Meadow	nomenclature update (USDA Plants 2017)	7/31/2017	M. Russo
787677	<i>Deschampsia caespitosa - Vernonia noveboracensis</i> Serpentine Seep	nomenclature update (USDA Plants 2017)	7/31/2017	M. Russo
688581	<i>Pinus thunbergiana - (Pinus nigra)</i> Ruderal Forest	nomenclature update (USDA Plants 2017)	7/31/2017	M. Russo
872759	Western Interior Sub-boreal Spruce - Fir Forest Macrogroup		8/2/2017	K. Baldwin/D. Faber-Langendoen
907538	North American Boreal &amp; Sub-boreal Alkaline Fen		8/8/2017	D. Faber-Langendoen
934719	<i>Pinus resinosa - Pinus strobus</i> Sub-boreal Forest Alliance		8/8/2017	D. Faber-Langendoen
899896	<i>Populus tremuloides - Betula papyrifera</i> Sub-boreal Forest Alliance		8/8/2017	D. Faber-Langendoen
833233	<i>Abies balsamea - Picea glauca - Acer spicatum</i> Sub-boreal Forest Group		8/8/2017	D. Faber-Langendoen
899606	<i>Gaylussacia</i> spp. / <i>Trichophorum caespitosum / Sphagnum</i> spp. Maritime Acidic Graminoid Bog &amp; Fen Alliance	nomenclature update (USDA Plants 2017)	7/26/2017	M. Russo
899961	<i>Danthonia spicata - Deschampsia flexuosa - Deschampsia caespitosa</i> Bedrock Grassland Alliance	nomenclature update (USDA Plants 2017)	7/28/2017	M. Russo
685195	<i>Carex densa - Deschampsia caespitosa</i> Wet Prairie	nomenclature update (USDA Plants 2017)	7/31/2017	M. Russo
837646	<i>Festuca viridula - Deschampsia caespitosa - Ligusticum</i> spp. Rocky Mountain-Vancouverian Grassland &amp; Meadow Group	nomenclature update (USDA Plants 2017)	7/31/2017	M. Russo
881413	<i>Juniperus communis / Danthonia spicata - Deschampsia caespitosa</i> Northern Alkaline Rocky Outcrop Group	nomenclature update (USDA Plants 2017)	7/31/2017	M. Russo
683690	<i>Deschampsia caespitosa - Ligusticum tenuifolium</i> Wet Meadow	nomenclature update (USDA Plants 2017)	7/31/2017	M. Russo
907535	North American Boreal &amp; Sub-boreal Bog &amp; Acidic Fen		8/8/2017	D. Faber-Langendoen
899573	<i>Chamaedaphne calyculata / Carex lasiocarpa</i> Sub-boreal Acidic Shrub Bog &amp; Fen Alliance		8/8/2017	D. Faber-Langendoen
899575	<i>Dulichium arundinaceum - Carex canescens</i> Sub-boreal Acidic Graminoid Fen Alliance		8/8/2017	D. Faber-Langendoen
959810	Eastern Boreal &amp; Sub-boreal Acidic Cliff Alliance		8/8/2017	D. Faber-Langendoen
836045	<i>Pinus banksiana - Pinus resinosa - Quercus</i> spp. Sub-boreal Woodland Group		8/8/2017	D. Faber-Langendoen
890136	<i>Pinus strobus - Picea glauca - Betula papyrifera</i> Sub-boreal Forest		8/8/2017	D. Faber-Langendoen
899283	<i>Opuntia engelmannii - Opuntia imbricata - Opuntia schottii</i> Chihuahuan Desert Succulent Scrub Alliance	nomenclature update (USDA Plants 2017)	8/12/2017	M. Russo
941884	<i>Opuntia acanthocarpa / Pleuraphis rigida</i> Scrub Alliance	nomenclature update (USDA Plants 2017)	8/12/2017	M. Russo
687392	<i>Atriplex parryi</i> Wet Shrubland [Placeholder]	elevated to Provisional	1/6/2017	K. Schulz
683988	<i>Deschampsia caespitosa - Potentilla diversifolia</i> Wet Meadow	nomenclature update (USDA Plants 2017)	7/31/2017	M. Russo
683874	<i>Abies concolor - Abies x shastensis / Ribes</i> spp. Forest	nomenclature &amp; taxonomic update (USDA Plants 2017)	8/13/2017	M. Russo
688415	<i>(Abies concolor) - Abies x shastensis / Symphoricarpos mollis</i> Forest	nomenclature &amp; taxonomic update (USDA Plants 2017)	8/13/2017	M. Russo
685590	<i>Abies x shastensis / Vaccinium membranaceum / Chimaphila umbellata</i> Forest	nomenclature update (USDA Plants 2017)	8/13/2017	M. Russo
689945	<i>Abies x shastensis / Carex inops ssp. inops</i> Forest	nomenclature update (USDA Plants 2017)	8/13/2017	M. Russo
899504	<i>Alnus serrulata</i> Appalachian-Piedmont Shrub Seep Alliance	<br /> 	8/14/2017	M. Pyne
685219	<i>Tsuga mertensiana - Chamaecyparis nootkatensis / Lysichiton americanus - Athyrium filix-femina</i> Swamp Forest	nomenclature update (USDA Plants 2017)	8/16/2017	M. Russo
684924	<i>Tsuga heterophylla - Chamaecyparis nootkatensis / Vaccinium (alaskaense, ovalifolium)</i> Forest	nomenclature update (USDA Plants 2017)	8/16/2017	M. Russo
688285	<i>Vaccinium (caespitosum, scoparium)</i> Dwarf-shrubland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
685233	<i>Schizachyrium scoparium - Sorghastrum nutans - Coreopsis lanceolata - Croton willdenowii</i> Wooded Grassland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
683581	<i>Sporobolus vaginiflorus var. ozarkanus - Diodia teres - Croton willdenowii - Ruellia humilis</i> Grassland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
689667	<i>Selaginella rupestris - Croton willdenowii - Cheilanthes tomentosa - (Allium cuthbertii)</i> Granitic Glade Vegetation	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
689765	<i>Fraxinus americana - Juniperus virginiana / Talinum teretifolium - Polygonum tenue - Opuntia humifusa</i> Wooded Grassland	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
899680	<i>Juniperus occidentalis var. australis - Pinus albicaulis</i> Woodland Alliance	nomenclature update (USDA Plants 2017)	8/29/2017	M. Russo
684472	<i>Metopium toxiferum - Thrinax morrisii - Byrsonima lucida / Schizachyrium</i> spp. Woodland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
688090	<i>Pinus elliottii var. densa / Coccothrinax argentata - Thrinax morrisii</i> Woodland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
687620	<i>Juniperus scopulorum / Piptatherum micranthum</i> Woodland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
684497	<i>Pseudotsuga menziesii / Piptatherum micranthum</i> Woodland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
685733	<i>Pinus rigida / Quercus ilicifolia / Piptatherum pungens</i> Woodland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
686157	<i>Schoenus nigricans - Hedyotis nigricans</i> Wooded Grassland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
814166	<i>(Quercus sinuata) / Sorghastrum nutans - Ratibida pinnata - Hedyotis nigricans var. nigricans - (Glandularia bipinnatifida)</i> Georgia Chalk Prairie Grassland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
686364	<i>Serenoa repens - Coccoloba uvifera - Sideroxylon tenax - Myrcianthes fragrans - Myrsine floridana</i> Scrub	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
686482	<i>Quercus hemisphaerica - Carya glabra / Oxydendrum arboreum / Sebastiania fruticosa / Carex baltzellii</i> Forest	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
686328	<i>Quercus laurifolia - Quercus phellos / Viburnum dentatum - (Sebastiania fruticosa) / Carex glaucescens</i> Upper West Gulf Wet Flatwoods Forest	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
688166	<i>Rhynchospora capitellata - Rhexia virginica - Rhynchospora scirpoides - Schoenoplectus hallii</i> Marsh	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
948005	<i>Poa secunda - Leptodactylon pungens</i> Moist Meadow	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
688929	Igneous Ozark Dry Cliff Sparse Vegetation		2/27/2017	D. Faber-Langendoen
790198	<i>Opuntia</i> (<i>littoralis, oricola, prolifera</i>, and hybrids) - Mixed Coastal Sage Scrub Shrubland	nomenclature update (USDA Plants 2017)	8/12/2017	M. Russo
899985	<i>Poa compressa - Solidago nemoralis - Centaurea biebersteinii</i> Ruderal Dry Meadow &amp; Shrubland Alliance	nomenclature update (USDA Plants 2017)	8/13/2017	M. Russo
683541	<i>Festuca roemeri - Phlox diffusa ssp. longistylis</i> Alpine Meadow	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
686303	<i>Quercus garryana / Festuca (roemeri, rubra)</i> Wooded Grassland	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
684435	<i>Elymus caninus - Festuca roemeri - (Koeleria macrantha)</i> Grassland	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
687174	<i>Quercus velutina - Carya (alba, glabra) / Vaccinium arboreum</i> Forest	nomenclature update (USDA Plants 2017)	9/6/2017	M. Russo
689545	<i>Carya (glabra, alba) - Fraxinus americana - (Juniperus virginiana var. virginiana)</i> Woodland	nomenclature update (USDA Plants 2017)	9/6/2017	M. Russo
685018	<i>Juncus (acuminatus, brachycarpus) - Panicum virgatum - Bidens aristosa - Hibiscus moscheutos ssp. lasiocarpos</i> Wet Meadow	nomenclature update (USDA Plants 2017)	9/7/2017	M. Russo
686991	<i>Sambucus mexicana / Leymus condensatus</i> - Annual Grass-Herb Wet Shrubland	nomenclature update (USDA Plants 2017)	9/12/2017	M. Russo
688277	<i>Quercus prinus - Quercus rubra / Rhododendron maximum / Galax urceolata</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
688806	<i>Quercus velutina - Quercus coccinea - Quercus prinus / Kalmia latifolia</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
802102	<i>Tsuga canadensis - Fagus grandifolia - Quercus (prinus, alba)</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
686483	<i>Tsuga canadensis - Quercus prinus - Betula lenta</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
687868	<i>Quercus prinus - Carya ovata - Quercus rubra / Acer saccharum</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
683183	<i>Quercus prinus - Quercus rubra - Carya (ovata, glabra) - Pinus virginiana</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
687787	<i>Pinus echinata - Quercus (prinus, falcata) / Oxydendrum arboreum / Vaccinium pallidum</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
685177	<i>Pinus echinata - Quercus prinus / Rhododendron minus / Vaccinium pallidum</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
689639	<i>Pinus strobus - Quercus (coccinea, prinus) / (Gaylussacia ursina, Vaccinium stamineum)</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
683316	<i>Quercus prinus - Quercus rubra</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
689504	<i>Pinus palustris - Pinus echinata / Quercus marilandica - (Quercus prinus) / Vaccinium pallidum</i> Woodland	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
683709	<i>Tsuga canadensis - Quercus prinus - Liriodendron tulipifera / Kalmia latifolia - (Rhododendron catawbiense)</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
688949	<i>Quercus rubra - Quercus prinus - Carya ovalis / (Cercis canadensis) / Solidago caesia</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
688054	<i>Quercus alba - Quercus prinus - Carya glabra / Cornus florida / Vaccinium pallidum</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
932243	<i>Pinus palustris / Quercus margarettiae / Toxicodendron pubescens / Schizachyrium scoparium</i> Woodland	nomenclature update (USDA Plants 2017)	9/15/2017	M. Russo
684319	<i>Pinus echinata - Quercus (incana, stellata, margarettiae) / Cnidoscolus texanus</i> Woodland	nomenclature update (USDA Plants 2017)	9/15/2017	M. Russo
689605	<i>Sagittaria lancifolia - Glottidium vesicarium - Solidago sempervirens - Lythrum lineare</i> Tidal Marsh	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
689064	<i>Glottidium vesicarium - Lindernia dubia</i> Sandbar Wet Meadow	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
688315	<i>Calamagrostis purpurascens - Leptodactylon pungens</i> Alpine Fell-field	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
800091	<i>Quercus phellos - Platanus hybrida</i> Plantation	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
684895	<i>Bouteloua gracilis - Buchloe dactyloides</i> Xeric Soil Grassland	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
872643	<i>Poa pratensis - Buchloe dactyloides - Centaurea</i> spp. Great Plains Ruderal Grassland &amp; Shrubland Macrogroup	nomenclature update (USDA Plants 2017)	8/30/2017	M. Russo
899358	<i>Quercus alba - Carya alba</i> Mesic Coastal Plain Forest Alliance	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
720826	<i>Pinus echinata - Quercus alba - Carya alba</i> East Gulf Coastal Plain Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
817806	<i>Quercus alba - Quercus velutina - Carya alba / Desmodium nudiflorum</i> Ozark Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
686212	<i>Quercus falcata - Carya alba - Carya ovata</i> Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
687226	<i>Quercus prinus - Carya (alba, glabra, ovata) / Juniperus virginiana var. virginiana</i> Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
685991	<i>Quercus alba - Carya alba / Euonymus americanus / Hexastylis arifolia</i> Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
689571	<i>Quercus alba - Carya glabra - Carya alba / Aesculus pavia</i> Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
683609	<i>Quercus falcata - Quercus alba - Carya alba / Oxydendrum arboreum / Vaccinium stamineum</i> Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
689582	<i>Quercus falcata - Quercus stellata - Carya alba / Vaccinium</i> spp. Coastal Plain Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
689838	<i>Quercus alba - Quercus velutina - Carya alba / Cornus florida / Chimaphila maculata</i> Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
686362	<i>Pinus ponderosa / Carex inops - Festuca roemeri</i> Woodland	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
689805	<i>Chamaecyparis lawsoniana - Pseudotsuga menziesii / Lithocarpus densiflorus / Gaultheria shallon</i> Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
686948	<i>Pseudotsuga menziesii / Lithocarpus densiflorus / Rhododendron occidentale</i> Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
689023	<i>Pseudotsuga menziesii / Lithocarpus densiflorus / Toxicodendron diversilobum</i> Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
683273	<i>Pseudotsuga menziesii / Lithocarpus densiflorus / Vaccinium ovatum</i> Forest	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
833214	<i>Pseudotsuga menziesii - Lithocarpus densiflorus - Arbutus menziesii</i> Forest Group	nomenclature update (USDA Plants 2017)	8/31/2017	M. Russo
683601	<i>Quercus stellata - Quercus marilandica - Carya (alba, pallida)</i> Upper East Gulf Coastal Plain Woodland	nomenclature update (USDA Plants 2017)	9/6/2017	M. Russo
688276	<i>Acacia farnesiana - (Prosopis glandulosa)</i> Riparian Woodland	nomenclature update (USDA Plants 2017)	9/7/2017	M. Russo
687979	<i>Celtis laevigata - (Zanthoxylum clava-herculis, Acacia farnesiana) / Vitis mustangensis</i> Forest	nomenclature update (USDA Plants 2017)	9/7/2017	M. Russo
979475	<i>Chamaecyparis nootkatensis - (Tsuga mertensiana) / Gaultheria shallon / Lysichiton americanus</i> Swamp Forest	nomenclature update (USDA Plants 2017)	9/7/2017	M. Russo
688391	<i>Alnus rhombifolia / Sambucus caerulea</i> Riparian Forest	nomenclature update (USDA Plants 2017)	9/12/2017	M. Russo
900011	<i>Quercus prinus - Pinus echinata / Schizachyrium scoparium</i> Scrub Alliance	nomenclature update (USDA Plants 2017)	9/13/2017	M. Russo
720934	<i>Quercus prinus - Pinus palustris</i> Forest	nomenclature update (USDA Plants 2017)	9/13/2017	M. Russo
687818	<i>Quercus prinus - Quercus alba / Oxydendrum arboreum / Kalmia latifolia</i> Forest	nomenclature update (USDA Plants 2017)	9/13/2017	M. Russo
687004	<i>Quercus prinus / Danthonia spicata - Silene caroliniana</i> Woodland	nomenclature update (USDA Plants 2017)	9/13/2017	M. Russo
685025	<i>Pinus echinata - Quercus prinus - Quercus stellata / Vaccinium pallidum / Pityopsis graminifolia var. latifolia</i> Woodland	nomenclature update (USDA Plants 2017)	9/13/2017	M. Russo
836330	<i>Quercus rubra - Quercus prinus - Magnolia (acuminata, fraseri) / Acer pensylvanicum</i> Forest	nomenclature update (USDA Plants 2017)	9/13/2017	M. Russo
859797	<i>Quercus prinus - Quercus stellata - Pinus echinata / Vaccinium pallidum / Schizachyrium scoparium</i> Scrub	nomenclature update (USDA Plants 2017)	9/13/2017	M. Russo
687624	<i>Pinus (pungens, rigida) - Quercus prinus / (Quercus ilicifolia) / Gaylussacia baccata</i> Woodland	nomenclature update (USDA Plants 2017)	9/13/2017	M. Russo
683617	<i>Quercus prinus - Quercus rubra / Hamamelis virginiana</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
687462	<i>Quercus prinus - Quercus alba / Oxydendrum arboreum / Vitis rotundifolia</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
685180	<i>Pinus echinata - Quercus stellata - Quercus prinus / Danthonia spicata</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
688748	<i>Quercus alba - Quercus rubra - Quercus prinus / Collinsonia canadensis - Podophyllum peltatum</i> Forest	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
687809	<i>Pinus virginiana - Quercus prinus / Quercus ilicifolia / (Hieracium greenii, Viola pedata)</i> Woodland	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
683786	<i>Quercus prinus / Quercus ilicifolia / Danthonia spicata</i> Woodland	nomenclature update (USDA Plants 2017)	9/14/2017	M. Russo
899251	<i>Pinus palustris / Quercus margarettiae / Aristida</i> spp. Southeastern Coastal Plain Woodland Alliance	nomenclature update (USDA Plants 2017)	9/15/2017	M. Russo
687040	<i>Quercus (margarettiae, stellata) - Quercus marilandica / Crataegus flava / Schizachyrium scoparium</i> Woodland	nomenclature update (USDA Plants 2017)	9/15/2017	M. Russo
686147	<i>Abies concolor - Chamaecyparis lawsoniana - Picea breweriana / Quercus vacciniifolia</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
800985	Maritime Erosional Bluffs and Cliffs Sparse Vegetation		12/7/2017	D. Faber-Langendoen
685823	<i>Abies concolor / Ceanothus cordulatus</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
684760	Small Eroding Bluffs Midwestern Sparse Vegetation		12/7/2017	D. Faber-Langendoen
684070	<i>Abies concolor - Pinus ponderosa / Amelanchier alnifolia</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
686330	<i>Abies concolor - Chamaecyparis lawsoniana / Quercus sadleriana / Leucothoe davisiae - Rhododendron macrophyllum</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
683409	<i>Abies concolor / Symphoricarpos mollis</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
688736	<i>Abies amabilis - Abies concolor / Mahonia nervosa</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
685140	<i>Abies concolor - Pseudotsuga menziesii / Mahonia nervosa</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
685141	<i>Abies concolor - Pseudotsuga menziesii / Mahonia aquifolium</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
898969	<i>Picea breweriana - Abies concolor</i> Forest Alliance	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
686043	<i>Abies amabilis - Abies concolor / Maianthemum stellatum</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
683399	<i>Tiquilia hispidissima - Yucca torreyi / Sporobolus nealleyi</i> Dwarf-shrubland		2/1/2018	K. Schulz
686076	<i>Picea (engelmannii x glauca, engelmannii) / Clintonia uniflora</i> Forest	nomenclature update (USDA Plants 2017)	1/12/2018	M. Russo
683633	<i>Pinus contorta / Carex pensylvanica</i> Forest	taxonomic revision, <i>Carex pensylvanica</i> does not occur western US	1/19/2018	K. Schulz
689807	<i>Purshia tridentata / Carex pensylvanica - Achnatherum occidentale</i> Shrub Grassland	taxonomic revision, <i>Carex pensylvanica</i> does not occur western US	1/19/2018	K. Schulz
683714	<i>Fouquieria splendens / Petrophyton caespitosum</i> Shrubland	nomenclature update (USDA Plants 2017)	12/20/2017	M. Russo
688451	<i>Quercus gambelii / Carex inops</i> Shrubland	taxonomic update (USDA Plants 2017)	1/19/2018	K. Schulz
688097	<i>Quercus garryana / Symphoricarpos albus / Carex inops</i> Woodland	taxonomic update (USDA Plants 2017)	1/19/2018	K. Schulz
684782	<i>Tiquilia hispidissima / Bouteloua breviseta - Mentzelia humilis</i> Dwarf-shrubland		2/1/2018	K. Schulz
684853	<i>Tiquilia hispidissima / Sporobolus nealleyi</i> Dwarf-shrubland		2/1/2018	K. Schulz
684228	<i>Abies concolor / Amelanchier alnifolia - Corylus cornuta</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
685106	<i>Abies concolor / Chrysolepis chrysophylla</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
688225	<i>Abies concolor / Ceanothus velutinus</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
689358	<i>Abies concolor / Toxicodendron diversilobum</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
689794	<i>Abies concolor - Pseudotsuga menziesii / Whipplea modesta</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
690079	<i>Abies concolor / Symphoricarpos albus</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
687435	<i>Abies concolor - Pinus ponderosa / Purshia tridentata</i> Woodland	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
688080	<i>Abies concolor / Amelanchier alnifolia / Anemone deltoidea</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
688150	<i>Abies concolor - Pinus ponderosa / Carex inops ssp. inops</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
688829	<i>Abies magnifica - Abies concolor - Pinus lambertiana</i> / Sparse Understory Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
690067	<i>Abies magnifica - Abies concolor</i> / Sparse Understory Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
