element_global_id	simglobal_id	simnote	simelcode	simname	simusstatus	simlevelid
687545	689676		CEGL004486	<i>Pinus palustris / Serenoa repens - Vaccinium myrsinites / Aristida beyrichiana - Sporobolus curtissii</i> Woodland	C	47
689676	687545		CEGL003653	<i>Pinus palustris / Serenoa repens - Ilex glabra</i> Woodland	C	47
821017	685945	is an association of interior oligohaline marshes.	CEGL004628	<i>Eleocharis fallax - Eleocharis rostellata - Schoenoplectus americanus - Sagittaria lancifolia</i> Tidal Marsh	C	47
821017	689421	is a lunar tidal association of Virginia and northward.	CEGL006325	<i>Impatiens capensis - Peltandra virginica - Polygonum arifolium - Bolboschoenus fluviatilis - Typha angustifolia</i> Tidal Marsh	C	47
821017	685367	is a lunar tidal association of Virginia and northward.	CEGL006181	<i>Hibiscus moscheutos - Polygonum punctatum - Peltandra virginica</i> Tidal Marsh	C	47
815581	686461	is very similar but has <i>Abies concolor</i> instead of <i>Picea pungens</i>.	CEGL000242	<i>Abies concolor / Arctostaphylos patula</i> Forest	C	47
684535	685866		CEGL006976	<i>Betula nigra - Acer rubrum - (Liquidambar styraciflua) / Microstegium vimineum</i> Ruderal Floodplain Forest	C	47
816015	686567	is dominated by cool-season grasses.	CEGL006107	<i>Dactylis glomerata - Phleum pratense - Festuca</i> spp. - <i>Solidago</i> spp. Ruderal Meadow	C	47
816015	791002	is dominated by <i>Schizachyrium scoparium</i>.	CEGL006333	<i>Schizachyrium scoparium - (Andropogon virginicus) - Solidago</i> spp. Ruderal Meadow	C	47
814348	688114	of the Jackson Formation in north-central Louisiana.	CEGL007256	<i>Quercus sinuata var. sinuata - Fraxinus americana - Quercus muehlenbergii / Rhus aromatica - Cornus drummondii</i> Forest	C	47
814348	689655	of the West Gulf Coastal Plain.	CEGL007780	<i>Quercus muehlenbergii - Liquidambar styraciflua / (Arundinaria gigantea) / Carex cherokeensis - Chasmanthium latifolium</i> Mesic Riparian Forest	C	47
689218	684133	a closed-canopy northern hardwood forest of the same region, occurring on more weathered substrates with better soil development.	CEGL008502	<i>Betula alleghaniensis - Quercus rubra / Acer spicatum / Dryopteris intermedia - Oclemena acuminata</i> Forest	C	47
802988	684828		CEGL001414	<i>Artemisia arbuscula ssp. longiloba</i> Shrubland	C	47
802988	683507		CEGL001415	<i>Artemisia arbuscula ssp. longiloba / Pascopyrum smithii</i> Shrub Grassland	C	47
802988	683310		CEGL001416	<i>Artemisia arbuscula ssp. longiloba / Pseudoroegneria spicata</i> Shrub Grassland	C	47
802988	802985		CEGL005996	<i>Artemisia arbuscula ssp. longiloba</i> / Cushion Plants Shrubland	C	47
802988	770490		CEGL002585	<i>Artemisia arbuscula ssp. longiloba / Elymus lanceolatus</i> Shrubland	C	47
802988	689323		CEGL001522	<i>Artemisia arbuscula ssp. longiloba / Festuca idahoensis</i> Shrub Grassland	C	47
802988	686833		CEGL001523	<i>Artemisia arbuscula ssp. longiloba / Poa secunda</i> Shrub Grassland	C	47
801767	801783		CEGL004176	<i>Quercus stellata - (Quercus marilandica, Ulmus crassifolia) / Schizachyrium scoparium</i> Woodland	C	47
794996	758172		CEGL002299	<i>Opuntia polyacantha / Pleuraphis jamesii</i> Shrubland	C	47
688408	758172		CEGL002299	<i>Opuntia polyacantha / Pleuraphis jamesii</i> Shrubland	C	47
683447	801783		CEGL004176	<i>Quercus stellata - (Quercus marilandica, Ulmus crassifolia) / Schizachyrium scoparium</i> Woodland	C	47
721920	801957		CEGL006848	<i>Iva frutescens / Spartina patens</i> Saline Shrubland	C	47
686195	801957		CEGL006848	<i>Iva frutescens / Spartina patens</i> Saline Shrubland	C	47
688411	801957		CEGL006848	<i>Iva frutescens / Spartina patens</i> Saline Shrubland	C	47
684167	801957		CEGL006848	<i>Iva frutescens / Spartina patens</i> Saline Shrubland	C	47
685427	801957		CEGL006848	<i>Iva frutescens / Spartina patens</i> Saline Shrubland	C	47
814869	685297		CEGL000244	<i>Abies concolor - Pseudotsuga menziesii / Carex siccata</i> Forest	C	47
814869	684711		CEGL000247	<i>Abies concolor - Pseudotsuga menziesii / Erigeron eximius</i> Forest	C	47
686214	814166		CEGL004247	<i>(Quercus sinuata) / Sorghastrum nutans - Ratibida pinnata - Stenaria nigricans var. nigricans - (Glandularia bipinnatifida)</i> Georgia Chalk Prairie Grassland	C	47
685727	684667	is an obligate boulderfield forest of the Southern Appalachians.	CEGL004982	<i>Betula alleghaniensis - Tilia americana var. heterophylla / Acer spicatum / Ribes cynosbati / Dryopteris marginalis</i> Forest	C	47
802985	802988		CEGL005997	<i>Artemisia arbuscula ssp. longiloba / Poa fendleriana</i> Shrubland	C	47
687705	814098		CEGL004267	<i>Quercus muehlenbergii - (Juniperus virginiana var. virginiana)</i> Unglaciated Bluff Woodland	C	47
688454	814166		CEGL004247	<i>(Quercus sinuata) / Sorghastrum nutans - Ratibida pinnata - Stenaria nigricans var. nigricans - (Glandularia bipinnatifida)</i> Georgia Chalk Prairie Grassland	C	47
686431	814166		CEGL004247	<i>(Quercus sinuata) / Sorghastrum nutans - Ratibida pinnata - Stenaria nigricans var. nigricans - (Glandularia bipinnatifida)</i> Georgia Chalk Prairie Grassland	C	47
685425	814166		CEGL004247	<i>(Quercus sinuata) / Sorghastrum nutans - Ratibida pinnata - Stenaria nigricans var. nigricans - (Glandularia bipinnatifida)</i> Georgia Chalk Prairie Grassland	C	47
686525	814098		CEGL004267	<i>Quercus muehlenbergii - (Juniperus virginiana var. virginiana)</i> Unglaciated Bluff Woodland	C	47
686833	802988		CEGL005997	<i>Artemisia arbuscula ssp. longiloba / Poa fendleriana</i> Shrubland	C	47
686833	802985		CEGL005996	<i>Artemisia arbuscula ssp. longiloba</i> / Cushion Plants Shrubland	C	47
686833	770490		CEGL002585	<i>Artemisia arbuscula ssp. longiloba / Elymus lanceolatus</i> Shrubland	C	47
686833	684828		CEGL001414	<i>Artemisia arbuscula ssp. longiloba</i> Shrubland	C	47
689323	684828		CEGL001414	<i>Artemisia arbuscula ssp. longiloba</i> Shrubland	C	47
689323	802988		CEGL005997	<i>Artemisia arbuscula ssp. longiloba / Poa fendleriana</i> Shrubland	C	47
689323	770490		CEGL002585	<i>Artemisia arbuscula ssp. longiloba / Elymus lanceolatus</i> Shrubland	C	47
683310	802988		CEGL005997	<i>Artemisia arbuscula ssp. longiloba / Poa fendleriana</i> Shrubland	C	47
683310	802985		CEGL005996	<i>Artemisia arbuscula ssp. longiloba</i> / Cushion Plants Shrubland	C	47
683310	684828		CEGL001414	<i>Artemisia arbuscula ssp. longiloba</i> Shrubland	C	47
683507	802988		CEGL005997	<i>Artemisia arbuscula ssp. longiloba / Poa fendleriana</i> Shrubland	C	47
683507	802985		CEGL005996	<i>Artemisia arbuscula ssp. longiloba</i> / Cushion Plants Shrubland	C	47
683507	770490		CEGL002585	<i>Artemisia arbuscula ssp. longiloba / Elymus lanceolatus</i> Shrubland	C	47
683507	684828		CEGL001414	<i>Artemisia arbuscula ssp. longiloba</i> Shrubland	C	47
686673	803030		CEGL005321	<i>Pinus flexilis / Symphoricarpos oreophilus</i> Woodland	C	47
686673	803027		CEGL005320	<i>Pinus flexilis / Cercocarpus montanus - Amelanchier utahensis</i> Woodland	C	47
683404	803030		CEGL005321	<i>Pinus flexilis / Symphoricarpos oreophilus</i> Woodland	C	47
683404	803027		CEGL005320	<i>Pinus flexilis / Cercocarpus montanus - Amelanchier utahensis</i> Woodland	C	47
685015	803030		CEGL005321	<i>Pinus flexilis / Symphoricarpos oreophilus</i> Woodland	C	47
685015	803027		CEGL005320	<i>Pinus flexilis / Cercocarpus montanus - Amelanchier utahensis</i> Woodland	C	47
687449	803030		CEGL005321	<i>Pinus flexilis / Symphoricarpos oreophilus</i> Woodland	C	47
687449	803027		CEGL005320	<i>Pinus flexilis / Cercocarpus montanus - Amelanchier utahensis</i> Woodland	C	47
689228	803030		CEGL005321	<i>Pinus flexilis / Symphoricarpos oreophilus</i> Woodland	C	47
689228	803027		CEGL005320	<i>Pinus flexilis / Cercocarpus montanus - Amelanchier utahensis</i> Woodland	C	47
684667	685727	often associated, but on less extremely rocky soils.	CEGL007710	<i>Liriodendron tulipifera - Fraxinus americana - (Aesculus flava) / Actaea racemosa - Laportea canadensis</i> Forest	C	47
770490	802988		CEGL005997	<i>Artemisia arbuscula ssp. longiloba / Poa fendleriana</i> Shrubland	C	47
770490	686833		CEGL001523	<i>Artemisia arbuscula ssp. longiloba / Poa secunda</i> Shrub Grassland	C	47
770490	802985		CEGL005996	<i>Artemisia arbuscula ssp. longiloba</i> / Cushion Plants Shrubland	C	47
770490	689323		CEGL001522	<i>Artemisia arbuscula ssp. longiloba / Festuca idahoensis</i> Shrub Grassland	C	47
770490	684828		CEGL001414	<i>Artemisia arbuscula ssp. longiloba</i> Shrubland	C	47
770490	683507		CEGL001415	<i>Artemisia arbuscula ssp. longiloba / Pascopyrum smithii</i> Shrub Grassland	C	47
803030	803027		CEGL005320	<i>Pinus flexilis / Cercocarpus montanus - Amelanchier utahensis</i> Woodland	C	47
803030	689228		CEGL000804	<i>Pinus flexilis / Cercocarpus ledifolius</i> Woodland	C	47
803030	687449		CEGL000807	<i>Pinus flexilis / Juniperus communis</i> Woodland	C	47
803030	686673		CEGL000814	<i>Pinus flexilis / Purshia tridentata</i> Woodland	C	47
803030	683404		CEGL000811	<i>Pinus flexilis / Mahonia repens</i> Woodland	C	47
803027	803030		CEGL005321	<i>Pinus flexilis / Symphoricarpos oreophilus</i> Woodland	C	47
803027	686673		CEGL000814	<i>Pinus flexilis / Purshia tridentata</i> Woodland	C	47
803027	689228		CEGL000804	<i>Pinus flexilis / Cercocarpus ledifolius</i> Woodland	C	47
803027	687449		CEGL000807	<i>Pinus flexilis / Juniperus communis</i> Woodland	C	47
803027	685015		CEGL000809	<i>Pinus flexilis / Juniperus scopulorum</i> Woodland	C	47
803027	683404		CEGL000811	<i>Pinus flexilis / Mahonia repens</i> Woodland	C	47
687364	685814		CEGL004949	<i>Cladium mariscus ssp. jamaicense - Woodwardia virginica</i> Marsh	C	47
685586	687783		CEGL007694	<i>Distichlis spicata - (Sporobolus virginicus)</i> Salt Marsh	C	47
687783	685586		CEGL007663	<i>Sporobolus virginicus - Distichlis spicata</i> Salt Marsh	C	47
684105	687859	occurs farther south, is codominated by tropical species, and lacks <i>Juniperus virginiana var. silicicola</i>.	CEGL008411	<i>Magnolia virginiana - (Sabal palmetto)</i> Tropical Shell Midden Woodland	C	47
687074	685884	similar maritime hammock that is dominated by tropical species.	CEGL007033	<i>Quercus virginiana - Sabal palmetto - Persea borbonia / Myrcianthes fragrans</i> Forest	C	47
686118	793483		CEGL003830	<i>Atriplex confertifolia</i> Sparse Shrubland	C	47
684682	793483		CEGL003830	<i>Atriplex confertifolia</i> Sparse Shrubland	C	47
793483	689959		CEGL001304	<i>Atriplex confertifolia / Pleuraphis jamesii</i> Shrubland	C	47
793483	689958		CEGL001294	<i>Atriplex confertifolia</i> Great Basin Shrubland	C	47
793483	686118		CEGL001314	<i>Atriplex confertifolia / Hesperostipa comata</i> Shrubland	C	47
793483	684682		CEGL001311	<i>Atriplex confertifolia / Achnatherum hymenoides</i> Shrubland	C	47
793483	683135		CEGL001293	<i>Atriplex confertifolia</i> Wyoming Basins Shrubland	C	47
768954	785173		CEGL002799	<i>Chrysothamnus viscidiflorus / Hesperostipa comata</i> Shrubland	C	47
803030	685015		CEGL000809	<i>Pinus flexilis / Juniperus scopulorum</i> Woodland	C	47
768954	684764		CEGL000999	<i>Artemisia tridentata / Chrysothamnus viscidiflorus / (Poa secunda)</i> Shrubland	C	47
737491	803018		CEGL005326	<i>Juglans major - Prosopis velutina</i> Flooded Forest	C	47
737487	803018		CEGL005326	<i>Juglans major - Prosopis velutina</i> Flooded Forest	C	47
689966	803015		CEGL005323	<i>Bothriochloa barbinodis</i> Grassland	C	47
688589	803018		CEGL005326	<i>Juglans major - Prosopis velutina</i> Flooded Forest	C	47
689645	803018		CEGL005326	<i>Juglans major - Prosopis velutina</i> Flooded Forest	C	47
684526	689227	is a related association that occurs on higher elevation colluvial slopes and rocky ridges.	CEGL000794	<i>Pinus edulis</i> / Rockland Woodland	C	47
791002	816015		CEGL006616	<i>Panicum virgatum - (Andropogon virginicus)</i> Ruderal Meadow	C	47
814710	683162		CEGL000887	<i>Abies concolor / Festuca arizonica</i> Woodland	C	47
684988	688228		CEGL000240	<i>Abies concolor - Pseudotsuga menziesii / Acer glabrum</i> Forest	C	47
684988	686041		CEGL000902	<i>Pseudotsuga menziesii / Holodiscus dumosus</i> Scree Woodland	C	47
684988	685103		CEGL000438	<i>Pseudotsuga menziesii / Jamesia americana</i> Forest	C	47
684819	687239		CEGL000904	<i>Pseudotsuga menziesii / Leucopoa kingii</i> Woodland	C	47
687092	814856		CEGL006621	<i>Deschampsia flexuosa</i> Grassland	C	47
683709	689764	occurs in the same region but occupies coves with somewhat higher soil fertility and has higher overall species richness.	CEGL006304	<i>Liriodendron tulipifera - Pinus strobus - Tsuga canadensis - Quercus rubra / Polystichum acrostichoides</i> Forest	C	47
684133	689218	is a high-elevation boulderfield woodland with low species richness (range from 12 to 24; mean = 18) and a very open canopy dominated by stunted and gnarled <i>Betula alleghaniensis</i>, typically with no other species in the canopy.	CEGL008504	<i>Betula alleghaniensis / Sorbus americana - Acer spicatum / Polypodium appalachianum</i> Forest	C	47
684421	688054		CEGL008515	<i>Quercus alba - Quercus montana - Carya glabra / Cornus florida / Vaccinium pallidum</i> Forest	C	47
689655	814348		CEGL004023	<i>Quercus muehlenbergii - (Quercus sinuata) - Carya</i> spp. / <i>Sabal minor / Carex cherokeensis</i> Forest	C	47
688114	814348		CEGL004023	<i>Quercus muehlenbergii - (Quercus sinuata) - Carya</i> spp. / <i>Sabal minor / Carex cherokeensis</i> Forest	C	47
685340	814098		CEGL004267	<i>Quercus muehlenbergii - (Juniperus virginiana var. virginiana)</i> Unglaciated Bluff Woodland	C	47
814098	687705	typically on gentler slopes and with patchy trees.	CEGL005131	<i>Quercus muehlenbergii - Juniperus virginiana / Schizachyrium scoparium - Manfreda virginica</i> Wooded Grassland	C	47
814098	685340		CEGL006231	<i>Quercus muehlenbergii - Cercis canadensis / Packera obovata - Lithospermum canescens</i> Woodland	C	47
687514	791954		CEGL003755	<i>Artemisia bigelovii - Ephedra (viridis, torreyana)</i> Talus Shrubland	C	47
785173	768954		CEGL002347	<i>Chrysothamnus viscidiflorus</i> Talus Shrubland	C	47
814098	686525	similar but restricted to more northerly latitudes.	CEGL002144	<i>Quercus muehlenbergii - Quercus (alba, velutina) - (Juniperus virginiana var. virginiana)</i> Driftless Bluff Woodland	C	47
769035	791954		CEGL003755	<i>Artemisia bigelovii - Ephedra (viridis, torreyana)</i> Talus Shrubland	C	47
687925	684947		CEGL001041	<i>Artemisia tridentata ssp. wyomingensis / Bouteloua gracilis</i> Shrubland	C	47
687332	793500		CEGL003834	<i>Coleogyne ramosissima</i> Sparse Shrubland	C	47
683608	689959		CEGL001304	<i>Atriplex confertifolia / Pleuraphis jamesii</i> Shrubland	C	47
689958	793483		CEGL003830	<i>Atriplex confertifolia</i> Sparse Shrubland	C	47
683135	793483		CEGL003830	<i>Atriplex confertifolia</i> Sparse Shrubland	C	47
684764	768954		CEGL002347	<i>Chrysothamnus viscidiflorus</i> Talus Shrubland	C	47
684205	799473		CEGL005303	<i>Eleocharis macrostachya</i> Marsh	C	47
799473	684205		CEGL001833	<i>Eleocharis palustris</i> Marsh	C	47
803018	689645		CEGL001101	<i>Juglans major - Pinus edulis / Bromus carinatus</i> Flooded Forest	C	47
803018	688589		CEGL001102	<i>Juglans major</i> Flooded Forest	C	47
803018	737499		CEGL005956	<i>Juglans major / Bouteloua curtipendula</i> Flooded Forest	C	47
803018	737495		CEGL005957	<i>Juglans major / Forestiera pubescens var. pubescens</i> Flooded Forest	C	47
803018	737491		CEGL005955	<i>Juglans major - Celtis laevigata var. reticulata / Brickellia californica</i> Flooded Forest	C	47
803018	737487		CEGL005954	<i>Juglans major - Acer negundo / Rhus trilobata var. trilobata</i> Flooded Forest	C	47
801957	721920		CEGL006847	<i>Iva frutescens / Spartina cynosuroides</i> Tidal Shrubland	C	47
801957	686195		CEGL006611	<i>Eleocharis rostellata - Spartina patens</i> Salt Marsh	C	47
801957	684167		CEGL004616	<i>Iva frutescens ssp. frutescens - Baccharis halimifolia / Spartina spartinae</i> Saline Shrubland	C	47
801957	688411		CEGL006150	<i>Panicum virgatum - Spartina patens - Carex silicea</i> Salt Marsh	C	47
801957	685427		CEGL003920	<i>Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria)</i> Saline Shrubland	C	47
685856	687200	has very sparse to nonexistent shrub and herb layers. <i>Mahonia repens</i> consistently occurs at low cover values, while <i>Juniperus communis</i> is extremely infrequent.	CEGL000251	<i>Abies concolor / Mahonia repens</i> Forest	C	47
685856	683312	<i>Symphoricarpos oreophilus</i> dominates the shrub layers of this mixed-conifer association.	CEGL000263	<i>Abies concolor / Symphoricarpos oreophilus</i> Forest	C	47
685364	684210		CEGL001562	<i>Carex utriculata</i> Wet Meadow	C	47
683480	687955	often coexists in the same meadows and shares many of the same associated species.	CEGL001606	<i>Festuca arizonica - Muhlenbergia montana</i> Grassland	C	47
821393	821425		CEGL005380	<i>Quercus gambelii - Robinia neomexicana / Muhlenbergia montana</i> Shrubland	C	47
689005	821425		CEGL005380	<i>Quercus gambelii - Robinia neomexicana / Muhlenbergia montana</i> Shrubland	C	47
689005	821393		CEGL005379	<i>Quercus gambelii - Robinia neomexicana / Carex inops ssp. heliophila</i> Shrubland	C	47
689150	821425		CEGL005380	<i>Quercus gambelii - Robinia neomexicana / Muhlenbergia montana</i> Shrubland	C	47
689150	821393		CEGL005379	<i>Quercus gambelii - Robinia neomexicana / Carex inops ssp. heliophila</i> Shrubland	C	47
688949	686143		CEGL008523	<i>Quercus montana - Quercus rubra / Vaccinium pallidum - (Rhododendron periclymenoides)</i> Forest	C	47
688949	683617		CEGL006057	<i>Quercus montana - Quercus rubra / Hamamelis virginiana</i> Forest	C	47
684868	683821	formerly in the same alliance as this (Weakley et al. 1996).	CEGL007348	<i>Quercus laurifolia / Carpinus caroliniana / Justicia ovata</i> Riparian Forest	C	47
820834	686202	is similar but lacks shrub component.	CEGL000849	<i>Pinus ponderosa / Carex inops ssp. heliophila</i> Woodland	C	47
685343	685866		CEGL006976	<i>Betula nigra - Acer rubrum - (Liquidambar styraciflua) / Microstegium vimineum</i> Ruderal Floodplain Forest	C	47
686338	685866		CEGL006976	<i>Betula nigra - Acer rubrum - (Liquidambar styraciflua) / Microstegium vimineum</i> Ruderal Floodplain Forest	C	47
684003	685866		CEGL006976	<i>Betula nigra - Acer rubrum - (Liquidambar styraciflua) / Microstegium vimineum</i> Ruderal Floodplain Forest	C	47
806222	685126	occurs farther north in the Mid-Atlantic Coastal Plain.	CEGL003833	<i>Quercus virginiana - (Ilex vomitoria)</i> Shrubland	C	47
689104	685102	is a similar coastal scrub community that occurs farther south and is codominated by tropical species such as <i>Ximenia americana</i>.	CEGL003822	<i>Quercus geminata - Quercus myrtifolia - Serenoa repens - Sideroxylon tenax - Ximenia americana</i> Scrub	C	47
683939	807522		CEGL006851	<i>Pinus echinata / Quercus (falcata, nigra) / Vaccinium pallidum</i> Forest	C	47
807522	683939		CEGL006354	<i>Pinus virginiana - Quercus falcata - Carya pallida</i> Forest	C	47
683143	817159	is located in Georgia and Florida and is considered a southern variant of this type (CEGL003577). <i>Quercus myrtifolia</i> is a subcanopy dominant in addition to <i>Quercus laevis</i> and <i>Quercus hemisphaerica</i>. <i>Aristida beyrichiana</i> replaces <i>Aristida stricta</i> as the dominant species in the herbaceous layer.	CEGL004263	<i>Pinus palustris / Quercus (hemisphaerica, laevis) / Morella cerifera / Aristida beyrichiana</i> Woodland	C	47
817159	683143		CEGL003577	<i>Pinus palustris / Quercus geminata - Quercus hemisphaerica / Osmanthus americanus</i> Woodland	C	47
684024	688221		CEGL004489	<i>Pinus palustris / Quercus marilandica - Quercus laevis / Aristida beyrichiana - Nolina georgiana</i> Woodland	C	47
683841	689494		CEGL008551	<i>Fagus grandifolia - Quercus alba / Kalmia latifolia - Rhododendron canescens - Symplocos tinctoria</i> Forest	C	47
683191	683709		CEGL008512	<i>Tsuga canadensis - Quercus montana - Liriodendron tulipifera / Kalmia latifolia - (Rhododendron catawbiense)</i> Forest	C	47
684348	758564		CEGL006186	<i>Liriodendron tulipifera - Quercus rubra - Fraxinus americana / Asimina triloba / Actaea racemosa</i> Forest	C	47
758172	794996		CEGL004009	<i>Opuntia (fragilis, polyacantha, phaeacantha)</i> Shrubland	C	47
758172	688408		CEGL002690	<i>Gutierrezia sarothrae</i> - (<i>Opuntia</i> spp.) / <i>Pleuraphis jamesii</i> Dwarf-shrubland	C	47
686708	688730		CEGL004766	<i>Pinus taeda - Quercus (alba, falcata, stellata)</i> Successional Coastal Plain Forest	C	47
802090	683704	floodplain forest of Triassic Basins of the NC Piedmont. This concept is somewhat heterogeneous, encompassing everything from abandoned sloughs and oxbows to well-drained sites. The wetter portions of this association are very similar to CEGL006498.	CEGL007356	<i>Quercus pagoda - Quercus phellos - Quercus lyrata - Quercus michauxii / Chasmanthium latifolium</i> Swamp Forest	C	47
802090	802017	similar type of the northern Virginia and Maryland Piedmont and mountains. Differs in overstory and shrub composition and lacks species of southern affinity.	CEGL006497	<i>Quercus palustris - Quercus bicolor / Carex tribuloides - Carex radiata - (Carex squarrosa)</i> Wet Forest	C	47
802090	689632	more northern analogue, occurring mostly on the Coastal Plain from NJ to northern VA. Species of southern affinity such as <i>Ilex decidua, Carex typhina, Ulmus alata, Smilax bona-nox</i>, and <i>Quercus lyrata</i> are absent or infrequent.	CEGL006605	<i>Quercus (phellos, palustris, michauxii) - Liquidambar styraciflua / Cinna arundinacea</i> Floodplain Forest	C	47
732427	687022	forested seep of deep Coastal Plain sands from New Jersey to Maryland; a true forest, never an open "bog," even historically (fide L.A. Sneddon), and has some floristic differences with CEGL006219.	CEGL006926	<i>Pinus rigida - Nyssa sylvatica / Clethra alnifolia - Eubotrys racemosa</i> Forest	C	47
686202	820834	is similar but lacks a significant shrub component.	CEGL005372	<i>Pinus ponderosa / Quercus gambelii / Carex inops ssp. heliophila</i> Woodland	C	47
688658	689082	found in the Palouse Prairie of southeastern Washington, Oregon and Idaho.	CEGL001670	<i>Pseudoroegneria spicata - Festuca idahoensis</i> Palouse Grassland	C	47
817780	686307		CEGL004222	<i>Salix caroliniana / Sacciolepis striata - Boehmeria cylindrica</i> Swamp Woodland	C	47
686567	816015		CEGL006616	<i>Panicum virgatum - (Andropogon virginicus)</i> Ruderal Meadow	C	47
684187	814866		CEGL005352	<i>Abies concolor - (Pseudotsuga menziesii) / Quercus gambelii / Thalictrum fendleri</i> Forest	C	47
684187	814863		CEGL005351	<i>Abies concolor - (Pseudotsuga menziesii) / Quercus gambelii / Carex rossii</i> Forest	C	47
686371	814866		CEGL005352	<i>Abies concolor - (Pseudotsuga menziesii) / Quercus gambelii / Thalictrum fendleri</i> Forest	C	47
686371	814863		CEGL005351	<i>Abies concolor - (Pseudotsuga menziesii) / Quercus gambelii / Carex rossii</i> Forest	C	47
685761	687200		CEGL000251	<i>Abies concolor / Mahonia repens</i> Forest	C	47
685103	684988		CEGL000890	<i>Abies concolor - (Pseudotsuga menziesii) / Jamesia americana - Holodiscus dumosus</i> Scree Woodland	C	47
684590	685761		CEGL000442	<i>Pseudotsuga menziesii / Mahonia repens</i> Forest	C	47
688021	814866		CEGL005352	<i>Abies concolor - (Pseudotsuga menziesii) / Quercus gambelii / Thalictrum fendleri</i> Forest	C	47
688021	814863		CEGL005351	<i>Abies concolor - (Pseudotsuga menziesii) / Quercus gambelii / Carex rossii</i> Forest	C	47
684711	814869		CEGL005353	<i>Abies concolor - (Pseudotsuga menziesii) / Thalictrum fendleri</i> Forest	C	47
685297	814869		CEGL005353	<i>Abies concolor - (Pseudotsuga menziesii) / Thalictrum fendleri</i> Forest	C	47
688228	684988		CEGL000890	<i>Abies concolor - (Pseudotsuga menziesii) / Jamesia americana - Holodiscus dumosus</i> Scree Woodland	C	47
685761	684590		CEGL000427	<i>Pseudotsuga menziesii / Arnica cordifolia</i> Forest	C	47
688054	688949	is a more diverse oak-hickory forest of the Piedmont and lower Blue Ridge occurring on mafic and granitic substrates.	CEGL008514	<i>Quercus rubra - Quercus montana - Carya ovalis / (Cercis canadensis) / Solidago caesia</i> Forest	C	47
688054	684421	is an analogue of CEGL008515 occurring in the southeastern Piedmont from southern Maryland to Georgia.	CEGL008475	<i>Quercus alba - Quercus rubra - Carya tomentosa / Vaccinium stamineum / Desmodium nudiflorum</i> Piedmont Forest	C	47
688054	686973	is restricted to more fertile phyllite/metasiltstone ridges at higher elevations of the same region.	CEGL008516	<i>Quercus montana - Quercus rubra - Carya ovalis / Carex pensylvanica - (Calamagrostis porteri)</i> Forest	C	47
685814	687364	occurs as nearly monospecific stands of sawgrass.	CEGL003940	<i>Cladium mariscus ssp. jamaicense</i> Marsh	C	47
754608	683781		CEGL007879	<i>Juglans nigra / Verbesina alternifolia</i> Ruderal Forest	C	47
797769	686615	of steep, protected, fertile coves and slopes at low elevations (&lt;610 m [2000 feet]) in the Southern Appalachians and adjacent upper Piedmont.	CEGL007711	<i>Tilia americana var. heterophylla - Fraxinus americana / Sanguinaria canadensis - (Aquilegia canadensis, Asplenium rhizophyllum)</i> Forest	C	47
797769	685727	of fertile, sometimes rocky montane coves and slopes, mostly at higher elevations (305-1375 m [1000-4500 feet]) on the Southern and Northern Blue Ridge and immediately adjacent Ridge and Valley.	CEGL007710	<i>Liriodendron tulipifera - Fraxinus americana - (Aesculus flava) / Actaea racemosa - Laportea canadensis</i> Forest	C	47
797769	687951	of fertile, sometimes rocky montane coves at higher elevations (610-1400 m [2000-4600 feet]) in the Southern Appalachians.	CEGL007695	<i>Aesculus flava - Acer saccharum - (Tilia americana var. heterophylla) / Hydrophyllum canadense - Solidago flexicaulis</i> Forest	C	47
797769	795478	of more northern distribution in the Central Appalachians and Piedmont; an obligate boulderfield community that occupies boulder and talus slopes weathered from a variety of calcium-bearing sedimentary, metasedimentary and igneous rocks.	CEGL006471	<i>Acer saccharum - Tilia americana / Staphylea trifolia / Dryopteris marginalis - (Impatiens pallida)</i> Forest	C	47
797769	685243	of steep, rocky ephemeral creek bottoms on calcareous sandstone and shale in the Cumberland Mountains and Southern Ridge and Valley.	CEGL006201	<i>Acer saccharum - Liriodendron tulipifera - Fraxinus americana / Staphylea trifolia</i> Forest	C	47
686628	769492		CEGL002528	<i>Artemisia tridentata ssp. vaseyana / Poa pratensis</i> Ruderal Shrubland	C	47
769492	686628		CEGL001028	<i>Artemisia tridentata ssp. vaseyana / Pascopyrum smithii</i> Shrubland	C	47
686516	817806	of the Ozarks (e.g., at Buffalo National River).	CEGL004270	<i>Quercus alba - Quercus velutina - Carya tomentosa / Desmodium nudiflorum</i> Ozark Forest	C	47
686461	815581		CEGL005364	<i>Picea pungens / Arctostaphylos patula</i> Forest	C	47
758564	684348	an earlier-successional type with more monospecific dominance by <i>Liriodendron tulipifera</i> and an herb layer frequently dominated by shade-tolerant weeds (e.g., <i>Alliaria petiolata</i>, etc.).	CEGL007220	<i>Liriodendron tulipifera / (Cercis canadensis) / (Lindera benzoin)</i> Ruderal Forest	C	47
684828	683507		CEGL001415	<i>Artemisia arbuscula ssp. longiloba / Pascopyrum smithii</i> Shrub Grassland	C	47
684828	683310		CEGL001416	<i>Artemisia arbuscula ssp. longiloba / Pseudoroegneria spicata</i> Shrub Grassland	C	47
684828	802988		CEGL005997	<i>Artemisia arbuscula ssp. longiloba / Poa fendleriana</i> Shrubland	C	47
