element_global_id	simglobal_id	simnote	simelcode	simname	simusstatus	simlevelid
684414	688381		CEGL001448	<i>Eriogonum sphaerocephalum / Poa secunda</i> Dwarf-shrub Grassland	C	47
687371	687652		CEGL001445	<i>Atriplex gardneri / Pascopyrum smithii</i> Dwarf-shrubland	C	47
687371	684999		CEGL001443	<i>Atriplex gardneri / Monolepis nuttalliana</i> Dwarf-shrubland	C	47
683464	684058		CEGL001441	<i>Atriplex gardneri / Pleuraphis jamesii</i> Dwarf-shrubland	C	47
687371	685579		CEGL001440	<i>Atriplex gardneri / Artemisia tridentata</i> Dwarf-shrubland	C	47
686888	687371		CEGL001438	<i>Atriplex gardneri</i> Dwarf-shrubland	C	47
689099	687584		CEGL001430	<i>Salix arctica / Geum rossii</i> Dwarf-shrubland	C	47
686798	688759		CEGL002447	<i>Picea mariana / Pleurozium schreberi</i> Forest	C	47
683554	684873	former stands that have been logged can appear similar. <i>Pinus</i> spp. forests that have been logged often come back as <i>Pinus banksiana</i> communities, and this can include those with very open physiognomies. These anthropogenic communities have a high proportion of exotics and weedy species in their understory.	CEGL002443	<i>Pinus resinosa - Pinus strobus / Corylus cornuta / Vaccinium angustifolium</i> Forest	C	47
687455	687791		CEGL002441	<i>Pinus banksiana / Vaccinium</i> spp. / <i>Pleurozium schreberi</i> Woodland	C	47
688432	687791	former stands of this type that have been logged can appear similar.	CEGL002441	<i>Pinus banksiana / Vaccinium</i> spp. / <i>Pleurozium schreberi</i> Woodland	C	47
686588	684378	has similar habitat requirements but lacks pecan as a significant contributor to canopy dominance.	CEGL002427	<i>Fraxinus pennsylvanica - Ulmus americana - Celtis laevigata / Ilex decidua</i> Floodplain Forest	C	47
683972	685212		CEGL002426	<i>Juniperus virginiana</i> Alkaline Bluff Woodland	C	47
685233	687510		CEGL002425	<i>Quercus marilandica / Vaccinium arboreum / Danthonia spicata</i> Scrub Woodland	C	47
687255	688934	is wetter and possibly less diverse, with some range overlap.	CEGL002423	<i>Quercus lyrata - Carya aquatica - (Quercus texana) / Forestiera acuminata</i> Floodplain Forest	C	47
688421	687957	Distinctions need to be resolved.	CEGL002422	<i>Acer rubrum - Gleditsia aquatica - Planera aquatica - Fraxinus profunda</i> Swamp Forest	C	47
689198	683873	is found in the floodplains of larger rivers.	CEGL002421	<i>Taxodium distichum - (Nyssa aquatica) / Forestiera acuminata - Planera aquatica</i> Floodplain Forest	C	47
683252	683253	lacks bald-cypress as a significant contributor to canopy dominance.	CEGL002419	<i>Nyssa aquatica</i> Swamp Forest	C	47
687247	683246		CEGL002417	<i>Quercus stellata - Quercus marilandica - Quercus falcata / Schizachyrium scoparium</i> Sand Woodland	C	47
688618	686803		CEGL002413	<i>Carex comosa - Carex decomposita - Dulichium arundinaceum - Lycopus rubellus</i> Marsh	C	47
689083	684412	unglaciated upland beech-maple.	CEGL002411	<i>Fagus grandifolia - Acer saccharum - Liriodendron tulipifera</i> Unglaciated Forest	C	47
689385	684412		CEGL002411	<i>Fagus grandifolia - Acer saccharum - Liriodendron tulipifera</i> Unglaciated Forest	C	47
686866	684412		CEGL002411	<i>Fagus grandifolia - Acer saccharum - Liriodendron tulipifera</i> Unglaciated Forest	C	47
687627	684412		CEGL002411	<i>Fagus grandifolia - Acer saccharum - Liriodendron tulipifera</i> Unglaciated Forest	C	47
685117	683812		CEGL002410	<i>Fraxinus pennsylvanica - Celtis</i> spp. - <i>Quercus</i> spp. - <i>Platanus occidentalis</i> Floodplain Forest	C	47
686955	683811		CEGL002409	Eastern Boreal & Laurentian Granite - Metamorphic Talus Vegetation	C	47
683458	687248		CEGL002406	<i>Quercus palustris - (Quercus bicolor) / Carex crinita / Sphagnum</i> spp. Wet Forest	C	47
689478	686187		CEGL002405	<i>Quercus stellata / Cinna arundinacea</i> Flatwoods Forest	C	47
686638	686187		CEGL002405	<i>Quercus stellata / Cinna arundinacea</i> Flatwoods Forest	C	47
684613	683073	dry limestone/dolomite prairie in Illinois.	CEGL002403	<i>Schizachyrium scoparium - Bouteloua curtipendula - Muhlenbergia cuspidata - Symphyotrichum sericeum</i> Alkaline Grassland	C	47
685179	684130		CEGL002394	<i>Pinus echinata - Quercus alba / Schizachyrium scoparium</i> Woodland	C	47
685183	683060		CEGL002393	<i>Pinus echinata - Quercus stellata - Quercus marilandica / Schizachyrium scoparium</i> Woodland	C	47
687045	683060	in the Ouachitas and Boston Mountains, with an oak component.	CEGL002393	<i>Pinus echinata - Quercus stellata - Quercus marilandica / Schizachyrium scoparium</i> Woodland	C	47
684587	685182		CEGL002392	<i>Carex crinita - Osmunda</i> spp. / <i>Physocarpus opulifolius</i> Acidic Herbaceous Seep	C	47
684371	688186		CEGL002391	<i>Quercus stellata - Quercus marilandica / Schizachyrium scoparium</i> Wooded Grassland	C	47
683747	688186		CEGL002391	<i>Quercus stellata - Quercus marilandica / Schizachyrium scoparium</i> Wooded Grassland	C	47
684181	689008		CEGL002388	<i>Ulmus crassifolia - Carya illinoinensis - Celtis laevigata / Chasmanthium sessiliflorum - Carex cherokeensis</i> Floodplain Forest	C	47
683928	689123		CEGL001382	<i>Prosopis glandulosa / Atriplex canescens</i> Ruderal Shrubland	C	47
684720	688938		CEGL001372	<i>Sarcobatus vermiculatus / Elymus elymoides</i> Wet Shrubland	C	47
686888	685882		CEGL001367	<i>Sarcobatus vermiculatus / Pseudoroegneria spicata</i> Shrubland	C	47
687021	684720		CEGL001363	<i>Sarcobatus vermiculatus / Distichlis spicata</i> Wet Shrubland	C	47
687371	686888		CEGL001360	<i>Sarcobatus vermiculatus / Atriplex gardneri</i> Wet Shrubland	C	47
686888	686887		CEGL001359	<i>Sarcobatus vermiculatus / Artemisia tridentata</i> Wet Shrubland	C	47
683199	688933		CEGL001344	<i>Grayia spinosa / Artemisia nova / Achnatherum speciosum</i> Shrubland	C	47
683464	687332		CEGL001334	<i>Coleogyne ramosissima / Pleuraphis jamesii</i> Shrubland	C	47
687332	686499		CEGL001332	<i>Coleogyne ramosissima</i> Shrubland	C	47
683464	685572		CEGL001322	<i>Krascheninnikovia lanata / Pleuraphis jamesii</i> Dwarf-shrubland	C	47
689959	684682		CEGL001311	<i>Atriplex confertifolia / Achnatherum hymenoides</i> Shrubland	C	47
683464	689959		CEGL001304	<i>Atriplex confertifolia / Pleuraphis jamesii</i> Shrubland	C	47
690032	685647	is similar to clayey bottomland and alluvial flats stands of this association.	CEGL001291	<i>Atriplex canescens / Sporobolus airoides</i> Shrubland	C	47
688508	685311		CEGL001222	<i>Salix monticola / Calamagrostis canadensis</i> Wet Shrubland	C	47
686566	686091		CEGL001220	<i>Salix lutea / Carex utriculata</i> Wet Shrubland	C	47
687142	683236		CEGL001216	<i>Salix lasiolepis</i> / Barren Ground Wet Shrubland	C	47
685547	689531	This type may be essentially the same, or this type is a later successional stage.	CEGL001203	<i>Salix exigua</i> / Mesic Graminoids Western Wet Shrubland	C	47
683864	685547		CEGL001197	<i>Salix exigua</i> Riparian Wet Shrubland	C	47
687768	684537		CEGL001189	<i>Salix commutata / Carex scopulorum</i> Wet Shrubland	C	47
688662	683551		CEGL001180	<i>Salix boothii</i> / Mesic Forbs Wet Shrubland	C	47
688055	683551		CEGL001180	<i>Salix boothii</i> / Mesic Forbs Wet Shrubland	C	47
686722	687862		CEGL001176	<i>Salix (boothii, geyeriana) / Carex aquatilis</i> Wet Shrubland	C	47
684499	689115	Stands of both associations (plus CEGL001096) have tall-shrub layers in which <i>Crataegus douglasii</i> and <i>Amelanchier alnifolia</i> may be major species; medium-height shrub layers with substantial amounts of <i>Prunus virginiana, Rosa</i> spp., and (in most stands) <i>Symphoricarpos albus</i>; and herbaceous understories with the exotic <i>Poa pratensis</i> as a major species. CEGL001093 differs in that stands of this type have <i>Crataegus succulenta</i> as a dominant or codominant species in the tall-shrub layer; <i>Symphoricarpos occidentalis</i> as a major species in the medium-height shrub layer and <i>Ribes</i> spp. in that layer; and (often) <i>Carex sprengelii</i> as a major understory species (Daubenmire 1970) .	CEGL001094	<i>(Populus tremuloides) / Crataegus douglasii / Heracleum maximum</i> Wet Shrubland	C	47
683130	685994	differs in having shrub layer dominated by this subspecies of big sagebrush.	CEGL001018	<i>Artemisia tridentata (ssp. tridentata, ssp. xericensis) / Pseudoroegneria spicata</i> Shrub Grassland	C	47
685654	688330		CEGL001014	<i>Artemisia tridentata ssp. tridentata / Festuca idahoensis</i> Shrubland	C	47
686098	689247		CEGL001009	<i>Artemisia tridentata ssp. wyomingensis / Pseudoroegneria spicata</i> Shrubland	C	47
689644	684395		CEGL001001	<i>Artemisia tridentata / Elymus elymoides</i> Shrubland	C	47
687371	687988		CEGL000989	<i>Allenrolfea occidentalis / Atriplex gardneri</i> Wet Shrubland	C	47
687988	686648		CEGL000988	<i>Allenrolfea occidentalis</i> Wet Shrubland	C	47
685500	683555		CEGL000977	<i>Quercus turbinella - Garrya flavescens - Arctostaphylos pungens</i> Shrubland	C	47
685157	684843		CEGL000975	<i>Quercus toumeyi / Bouteloua curtipendula</i> Scrub	C	47
687971	685892		CEGL000944	<i>Populus fremontii - Salix gooddingii</i> Riparian Woodland	C	47
686371	684187		CEGL000870	<i>Pinus ponderosa / Quercus gambelii</i> Woodland	C	47
685909	959226		CEGL005647	<i>Pinus ponderosa var. scopulorum / Purshia tridentata</i> Southern Rocky Mountain Woodland	C	47
684286	959226		CEGL005647	<i>Pinus ponderosa var. scopulorum / Purshia tridentata</i> Southern Rocky Mountain Woodland	C	47
688997	686468	is a pine-dominated woodland described by Pfister et al. (1977) and Cooper and Pfister (1984) from southeast Montana.	CEGL000841	<i>Pinus ponderosa / (Andropogon gerardii, Schizachyrium scoparium)</i> Open Woodland	C	47
688173	688333		CEGL000840	<i>Pinus ponderosa / Amelanchier alnifolia</i> Woodland	C	47
684187	685228		CEGL000837	<i>Pinus monophylla - Juniperus osteosperma - Quercus gambelii / Artemisia tridentata</i> Woodland	C	47
690097	683163		CEGL000827	<i>Pinus monophylla / Artemisia tridentata</i> Woodland	C	47
684940	685620		CEGL000820	<i>Pinus jeffreyi - Calocedrus decurrens / Quercus vacciniifolia</i> Woodland	C	47
685334	687449		CEGL000807	<i>Pinus flexilis / Juniperus communis</i> Woodland	C	47
687065	959283	is found in the southern Rocky Mountains.	CEGL005651	<i>Pinus edulis - Juniperus (monosperma, deppeana) / Quercus gambelii</i> Woodland	C	47
684497	687620	as described by Hansen and Hoffman (1988) and Hansen et al. (1984) appears to be the most similar plant community. It occurs in similar habitats and has a very similar understory, but lacks the canopy of <i>Pseudotsuga menziesii</i> and <i>Pinus ponderosa</i>.	CEGL000747	<i>Juniperus scopulorum / Piptatheropsis micrantha</i> Woodland	C	47
683094	685753	may be a successional stage of this type.	CEGL000658	<i>Populus deltoides - Fraxinus pennsylvanica</i> Floodplain Forest	C	47
689001	683572		CEGL000646	<i>Populus angustifolia / Acer grandidentatum</i> Riparian Forest	C	47
687589	689876		CEGL000643	<i>Fraxinus pennsylvanica - Ulmus americana / Prunus virginiana</i> Woodland	C	47
684443	689876	related in terms of habitat; floristically distinct.	CEGL000643	<i>Fraxinus pennsylvanica - Ulmus americana / Prunus virginiana</i> Woodland	C	47
683094	684655	may be related as a human-caused disturbance type, but further investigation is needed.	CEGL000628	<i>Acer negundo / Prunus virginiana</i> Floodplain Forest	C	47
684357	689004		CEGL000618	<i>Populus tremuloides</i> / Tall Forbs Forest	C	47
684172	689004		CEGL000618	<i>Populus tremuloides</i> / Tall Forbs Forest	C	47
688969	689004		CEGL000618	<i>Populus tremuloides</i> / Tall Forbs Forest	C	47
688969	689613		CEGL000616	<i>Populus tremuloides / Symphoricarpos oreophilus / Thalictrum fendleri</i> Forest	C	47
686354	688969		CEGL000615	<i>Populus tremuloides / Symphoricarpos oreophilus</i> / Tall Forbs Forest	C	47
686354	686164		CEGL000614	<i>Populus tremuloides / Symphoricarpos oreophilus / Festuca thurberi</i> Forest	C	47
688969	689855		CEGL000612	<i>Populus tremuloides / Symphoricarpos oreophilus / Calamagrostis rubescens</i> Forest	C	47
688969	683284		CEGL000611	<i>Populus tremuloides / Symphoricarpos oreophilus / Bromus carinatus</i> Forest	C	47
688041	686354		CEGL000610	<i>Populus tremuloides / Symphoricarpos oreophilus</i> Forest	C	47
688969	688041		CEGL000598	<i>Populus tremuloides / Quercus gambelii / Symphoricarpos oreophilus</i> Forest	C	47
685181	686599	From the Black Hills, the shrub layer of this association is dominated by <i>Prunus virginiana</i> and can often have <i>Amelanchier alnifolia</i> and <i>Symphoricarpos</i> spp.	CEGL000596	<i>Populus tremuloides / Prunus virginiana</i> Forest	C	47
686354	685181		CEGL000567	<i>Populus tremuloides / Amelanchier alnifolia - Symphoricarpos oreophilus / Calamagrostis rubescens</i> Forest	C	47
686354	689306		CEGL000566	<i>Populus tremuloides / Amelanchier alnifolia - Symphoricarpos oreophilus / Bromus carinatus</i> Forest	C	47
689001	684092		CEGL000558	<i>Acer grandidentatum / Calamagrostis rubescens</i> Forest	C	47
689322	687266	is a similar woodland type.	CEGL000556	<i>Quercus macrocarpa / Corylus americana - Amelanchier alnifolia</i> Woodland	C	47
686373	686656	This woodland type also occurs on shale in western South Dakota.	CEGL000554	<i>Quercus macrocarpa / Carex inops ssp. heliophila</i> Woodland	C	47
689426	686371		CEGL000452	<i>Pseudotsuga menziesii / Quercus gambelii</i> Forest	C	47
684819	686319		CEGL000449	<i>Pseudotsuga menziesii / Physocarpus monogynus</i> Forest	C	47
686371	687511		CEGL000444	<i>Pseudotsuga menziesii / Muhlenbergia straminea</i> Forest	C	47
689426	685761		CEGL000442	<i>Pseudotsuga menziesii / Mahonia repens</i> Forest	C	47
686371	683787		CEGL000437	<i>Pseudotsuga menziesii / Holodiscus discolor / Carex geyeri</i> Forest	C	47
688067	686243		CEGL000362	<i>Picea engelmannii / Leymus triticoides</i> Forest	C	47
683467	685296		CEGL000340	<i>Abies lasiocarpa - Picea engelmannii / Vaccinium cespitosum</i> Forest	C	47
686243	686296		CEGL000312	<i>Abies lasiocarpa / Jamesia americana</i> Forest	C	47
686041	686296		CEGL000312	<i>Abies lasiocarpa / Jamesia americana</i> Forest	C	47
684579	684580		CEGL000290	<i>Abies grandis / Vaccinium membranaceum</i> Forest	C	47
683744	688202		CEGL000275	<i>Abies grandis / Linnaea borealis</i> Forest	C	47
683996	687325		CEGL000268	<i>Abies grandis / Achlys triphylla</i> Forest	C	47
684161	683312		CEGL000263	<i>Abies concolor / Symphoricarpos oreophilus</i> Forest	C	47
684187	688021		CEGL000261	<i>Abies concolor / Quercus gambelii</i> Forest	C	47
685766	690090	occurs more on more steep, rocky slopes, lacks the mesic graminoids.	CEGL000201	<i>Pinus ponderosa / Schizachyrium scoparium</i> Open Woodland	C	47
686468	690090		CEGL000201	<i>Pinus ponderosa / Schizachyrium scoparium</i> Open Woodland	C	47
686391	684286		CEGL000195	<i>Pinus ponderosa / Purshia tridentata / Festuca idahoensis</i> Woodland	C	47
687137	979445		CEGL007297	<i>Picea sitchensis - (Alnus rubra) / Rubus spectabilis / Polystichum munitum</i> Forest	C	47
689805	687481		CEGL000044	<i>Chamaecyparis lawsoniana - Pseudotsuga menziesii / (Rhododendron macrophyllum) / Xerophyllum tenax</i> Forest	C	47
689945	685590		CEGL000037	<i>Abies magnifica var. shastensis / Vaccinium membranaceum / Chimaphila umbellata</i> Forest	C	47
685590	685227		CEGL000030	<i>Abies lowiana - Abies magnifica var. shastensis / Chimaphila umbellata</i> Forest	C	47
684248	689943	Northern Oak Barrens are closely related. Both have canopies of 10-30%, but Openings are found on loamier soils and dominated by <i>Quercus macrocarpa</i> and/or <i>Quercus alba</i> (occasionally codominated by <i>Quercus velutina</i>) whereas barrens are found on highly sandy soils and are dominated by <i>Quercus velutina</i> or <i>Quercus ellipsoidalis</i>. Many understory species are shared in common. Understory species that are either unique to or more common in barrens are those that compete well only in acidic, low-nutrient, sandy soils or those that compete well only under very high moisture stress levels (which tend to be higher in barrens than in openings). Species with both high light and high pH or nutrient requirements are found only in Openings.	CEGL002160	<i>Quercus macrocarpa - (Quercus ellipsoidalis) / Schizachyrium scoparium - Koeleria macrantha</i> Wooded Grassland	C	47
689322	683172	is found only in the tallgrass region.	CEGL002158	<i>Quercus macrocarpa</i> Northern Tallgrass Wooded Grassland	C	47
683906	685460	may represent the woodland phases of the dry-mesic barren.	CEGL002150	<i>Quercus alba - Quercus stellata - Quercus velutina / Schizachyrium scoparium</i> Woodland	C	47
687705	686525	is the more northern equivalent of this type.	CEGL002144	<i>Quercus muehlenbergii - Quercus (alba, velutina) - (Juniperus virginiana var. virginiana)</i> Driftless Bluff Woodland	C	47
688446	683972		CEGL002143	<i>Quercus muehlenbergii - Fraxinus (quadrangulata, americana) / Schizachyrium scoparium</i> Woodland	C	47
684146	689444	This type occurs in the north-central Midwest.	CEGL002142	<i>Quercus alba - Quercus macrocarpa - Quercus rubra / Corylus americana</i> Woodland	C	47
687579	684331		CEGL002139	<i>Quercus macrocarpa - Populus tremuloides / Corylus</i> spp. Woodland	C	47
689584	687938	shares some common species, but has a wider distribution, is generally located in ravines and along slopes at lower elevations.	CEGL002138	<i>Quercus macrocarpa / Prunus virginiana - Symphoricarpos occidentalis</i> Woodland	C	47
689778	687579	has floristic and environmental similarities; the major difference is the dominant overstory species.	CEGL002137	<i>Quercus macrocarpa / Corylus cornuta</i> Woodland	C	47
684542	687536		CEGL003602	<i>Pinus palustris / Quercus incana - Quercus margarettae / Cnidoscolus texanus - Stylisma pickeringii var. pattersonii</i> Woodland	C	47
688205	687838		CEGL005096	<i>Andropogon gerardii - Sorghastrum nutans - Schizachyrium scoparium - Aletris farinosa</i> Grassland	C	47
683724	685094	a closely related and potentially overlapping association.	CEGL007403	<i>Quercus phellos / Carex (albolutescens, intumescens, joorii) / Climacium americanum</i> Wet Forest	C	47
688215	683624		CEGL008630	<i>Pinus jeffreyi - Abies lowiana</i> Woodland	C	47
686883	685430		CEGL008615	<i>Abies magnifica - Pinus monticola / Arctostaphylos nevadensis</i> Forest	C	47
685814	686469	occurs farther south.	CEGL008591	<i>Cladium mariscus ssp. jamaicense - Typha domingensis - Fimbristylis caroliniana - Bacopa monnieri</i> Marsh	C	47
684110	688175	of the Florida peninsula.	CEGL008590	<i>Stuckenia pectinata - Vallisneria americana</i> Aquatic Vegetation	C	47
684542	684921	is more xeric.	CEGL008586	<i>Pinus palustris / Quercus (incana, margarettae) / Aristida beyrichiana - Asimina angustifolia</i> Woodland	C	47
684047	684921	related type known only from adjacent Florida and apparently drier.	CEGL008586	<i>Pinus palustris / Quercus (incana, margarettae) / Aristida beyrichiana - Asimina angustifolia</i> Woodland	C	47
685091	684627		CEGL008580	<i>Pinus palustris / Quercus marilandica / Panicum virgatum</i> Woodland	C	47
685091	684626		CEGL008579	<i>Pinus palustris - Quercus marilandica</i> West Gulf Woodland	C	47
686328	687282	occurs in upland depressions and intermounds in flatwoods dominated often monospecifically by <i>Quercus phellos</i>.	CEGL008576	<i>Quercus phellos / Chasmanthium laxum</i> Wet Forest	C	47
688812	688681	of the West Gulf Coastal Plain.	CEGL008574	<i>Fagus grandifolia - Quercus (laurifolia, nigra) - Pinus taeda</i> Forest	C	47
686840	689283	is a related, primarily deciduous type of the Ridge and Valley and parts of the Southern Blue Ridge adjacent to the Ridge and Valley.	CEGL008567	<i>Quercus alba - Quercus falcata / Vaccinium (arboreum, hirsutum, pallidum)</i> Forest	C	47
685547	684969	is a related type from the central states dominated by a different nominal <i>Salix</i> species.	CEGL008562	<i>Salix interior</i> Wet Shrubland	C	47
687042	683672	is similar but is clearly tidal.	CEGL008561	<i>Nyssa aquatica</i> Tidal Forest	C	47
683191	687321		CEGL008558	<i>Acer rubrum var. rubrum - Betula lenta - Magnolia fraseri / (Rhododendron maximum, Kalmia latifolia)</i> Ruderal Forest	C	47
687174	685601	similar in canopy composition but from the Coastal Plain of Georgia.	CEGL008553	<i>Quercus velutina - Carya pallida - (Pinus echinata) / Vaccinium arboreum / Yucca filamentosa</i> Forest	C	47
684693	684483	is a related type that occurs more in seepage and is more acidic and peaty, with more <i>Oxydendrum arboreum, Aronia arbutifolia, Morella caroliniensis, Vaccinium fuscatum, Viburnum nudum var. nudum, Mitchella repens, Sphagnum</i> spp.	CEGL008552	<i>Magnolia virginiana - Nyssa biflora / Oxydendrum arboreum / Viburnum nudum var. nudum</i> Swamp Forest	C	47
685980	689370	is another shrub bog of Ecoregion 43.	CEGL008550	<i>Ilex (coriacea, glabra) / Osmunda cinnamomea - Rhexia petiolata</i> Seepage Bog	C	47
689370	685980		CEGL008548	<i>Morella cerifera - Kalmia latifolia - Symplocos tinctoria / Osmunda cinnamomea</i> Seepage Bog	C	47
684945	683560	occurs on high-elevation greenstone outcrops on the northern VA Blue Ridge.	CEGL008536	<i>Diervilla lonicera - Solidago simplex var. randii - Deschampsia flexuosa - Hylotelephium telephioides - Saxifraga michauxii</i> Grassland	C	47
684450	688917	is more open, wooded herbaceous vegetation of middle elevations on the Northern Blue Ridge.	CEGL008529	<i>Fraxinus americana / Physocarpus opulifolius / Carex pensylvanica - Allium cernuum - (Phacelia dubia)</i> Wooded Grassland	C	47
683786	687809	is a <i>Pinus virginiana</i>-dominated shale woodland with very sparse understory and herb layers, and dense colonies of <i>Cladonia</i> spp. on the soil surface; one of the most barren of shale communities.	CEGL008525	<i>Pinus virginiana - Quercus montana / Quercus ilicifolia / (Hieracium greenii, Viola pedata)</i> Woodland	C	47
687537	686143		CEGL008523	<i>Quercus montana - Quercus rubra / Vaccinium pallidum - (Rhododendron periclymenoides)</i> Forest	C	47
687229	688757	higher diversity, more fertile soils, and a significant component of <i>Carya</i>.	CEGL008518	<i>Quercus rubra - Carya ovata - Fraxinus americana / Actaea racemosa - Hydrophyllum virginianum</i> Forest	C	47
687049	689384	related vegetation occurring on calcareous substrates at low elevations in the Ridge and Valley province of Virginia and Maryland.	CEGL008517	<i>Quercus rubra - Acer saccharum / Ostrya virginiana / Cardamine concatenata</i> Forest	C	47
686973	688949	occurs at lower elevations on mafic and granitic substrates of the western Piedmont and lower Blue Ridge.	CEGL008514	<i>Quercus rubra - Quercus montana - Carya ovalis / (Cercis canadensis) / Solidago caesia</i> Forest	C	47
684630	684944	of rich granite in the upper Piedmont, with <i>Juniperus</i>.	CEGL008499	<i>Juniperus virginiana var. virginiana - Celtis tenuifolia - Cercis canadensis / Sporobolus clandestinus - Danthonia sericea</i> Woodland	C	47
686008	689839	of the East Gulf Coastal Plain.	CEGL008497	<i>Taxodium distichum</i> West Gulf Coastal Plain Lakeshore Swamp Woodland	C	47
689217	685741		CEGL008495	<i>Hypericum densiflorum - Alnus serrulata / Tripsacum dactyloides</i> Wet Shrubland	C	47
689092	684134	is found on mafic rock in upper Piedmont of GA.	CEGL008492	<i>Pinus echinata - (Quercus stellata, Quercus marilandica) / Schizachyrium scoparium - Salvia urticifolia</i> Woodland	C	47
686586	685027	natural, more mixed stands along the northern range limit of <i>Pinus palustris</i> in Georgia.	CEGL008491	<i>Pinus palustris / Schizachyrium scoparium - Pteridium aquilinum</i> Woodland	C	47
689254	685027	of intermediate coarser-textured soils.	CEGL008491	<i>Pinus palustris / Schizachyrium scoparium - Pteridium aquilinum</i> Woodland	C	47
685094	683724	over gabbroic Iredell soils in the Georgia Piedmont.	CEGL008484	<i>Quercus phellos - Quercus (michauxii, shumardii) / (Quercus oglethorpensis) / Zephyranthes atamasca</i> Gabbro Wet Forest	C	47
683497	689625		CEGL008483	<i>Schizachyrium scoparium - Triplasis purpurea - Eriogonum multiflorum - Liatris elegans var. carizzana</i> Grassland	C	47
687190	689625		CEGL008483	<i>Schizachyrium scoparium - Triplasis purpurea - Eriogonum multiflorum - Liatris elegans var. carizzana</i> Grassland	C	47
684626	683815		CEGL008482	<i>Pinus palustris - Pinus (echinata, taeda)</i> Upper West Gulf Coastal Plain Woodland	C	47
683747	688460		CEGL004340	<i>Sporobolus (neglectus, vaginiflorus) - Aristida longespica - Panicum flexile - Panicum capillare</i> Grassland	C	47
684504	686626	from farther north in the Upper East Gulf Coastal Plain, with less evergreen shrub dominance.	CEGL008477	<i>Nyssa biflora - Liquidambar styraciflua / Magnolia virginiana / Hamamelis virginiana - Viburnum nudum</i> Swamp Forest	C	47
683434	689392		CEGL008476	<i>Schoenoplectus americanus - (Spartina patens) - Typha</i> spp. Salt Marsh	C	47
684545	689392		CEGL008476	<i>Schoenoplectus americanus - (Spartina patens) - Typha</i> spp. Salt Marsh	C	47
689804	689392		CEGL008476	<i>Schoenoplectus americanus - (Spartina patens) - Typha</i> spp. Salt Marsh	C	47
686918	684421	is a non-basic type with an overlapping range.	CEGL008475	<i>Quercus alba - Quercus rubra - Carya tomentosa / Vaccinium stamineum / Desmodium nudiflorum</i> Piedmont Forest	C	47
688599	684421	a non-basic type with an overlapping range.	CEGL008475	<i>Quercus alba - Quercus rubra - Carya tomentosa / Vaccinium stamineum / Desmodium nudiflorum</i> Piedmont Forest	C	47
683335	684421	less mesic and less nutrient-rich.	CEGL008475	<i>Quercus alba - Quercus rubra - Carya tomentosa / Vaccinium stamineum / Desmodium nudiflorum</i> Piedmont Forest	C	47
685991	684421	similar with a more northerly range.	CEGL008475	<i>Quercus alba - Quercus rubra - Carya tomentosa / Vaccinium stamineum / Desmodium nudiflorum</i> Piedmont Forest	C	47
689342	687533		CEGL008471	<i>(Salix caroliniana, Rhododendron arborescens) / Andropogon gerardii - Baptisia australis - (Solidago simplex ssp. randii)</i> Riverscour Wet Meadow	C	47
688945	687533		CEGL008471	<i>(Salix caroliniana, Rhododendron arborescens) / Andropogon gerardii - Baptisia australis - (Solidago simplex ssp. randii)</i> Riverscour Wet Meadow	C	47
689399	685400	the basic Piedmont equivalent.	CEGL008466	<i>Fagus grandifolia - Quercus rubra / Aesculus sylvatica / Actaea racemosa - Adiantum pedatum</i> Forest	C	47
684506	689399		CEGL008465	<i>Fagus grandifolia - Quercus rubra / Cornus florida / Polystichum acrostichoides - Hexastylis virginica</i> Forest	C	47
685400	689399	the more acidic Piedmont equivalent.	CEGL008465	<i>Fagus grandifolia - Quercus rubra / Cornus florida / Polystichum acrostichoides - Hexastylis virginica</i> Forest	C	47
685484	683440	are non-tidal wetland communities dominated by <i>Schoenoplectus californicus</i>.	CEGL008464	<i>Schoenoplectus californicus</i> Gulf Coast Tidal Marsh	C	47
683821	687042	is similar, but stands are dominated by <i>Nyssa biflora</i>.	CEGL008463	<i>Nyssa aquatica - Fraxinus pennsylvanica - Taxodium distichum / Sabal minor</i> Floodplain Forest	C	47
686708	688976	is a related late-successional type with hardwoods in the canopy.	CEGL008462	<i>Pinus taeda - Liquidambar styraciflua</i> Ruderal Forest	C	47
688788	688976	a mixed equivalent with <i>Liquidambar styraciflua</i>.	CEGL008462	<i>Pinus taeda - Liquidambar styraciflua</i> Ruderal Forest	C	47
688694	683369	is only reported from the southeastern U.S.	CEGL008456	<i>Typha domingensis</i> Tidal Marsh	C	47
687228	687730		CEGL008455	<i>Schizachyrium scoparium - Andropogon ternarius - Liatris microcephala - (Pityopsis ruthii)</i> Riverscour Wet Meadow	C	47
686121	687619		CEGL008445	<i>Spartina patens - Schizachyrium maritimum - Solidago sempervirens</i> Grassland	C	47
687167	689862	is slightly more mesic.	CEGL008442	<i>Quercus shumardii - Quercus muehlenbergii - Acer (floridanum, saccharum) / Ostrya virginiana</i> Forest	C	47
686106	689862	of interior regions, with <i>Acer</i> spp. and <i>Quercus shumardii</i>.	CEGL008442	<i>Quercus shumardii - Quercus muehlenbergii - Acer (floridanum, saccharum) / Ostrya virginiana</i> Forest	C	47
685027	689504	of more montane environments.	CEGL008437	<i>Pinus palustris - Pinus echinata / Quercus marilandica - (Quercus montana) / Vaccinium pallidum</i> Woodland	C	47
